SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2024JP0000053,1,304.62,28,2,1,1,9,6181,61,5000,3,1,1,1,1,800100,1000000
2024JP0000054,1,304.62,41,2,2,1,7,8369,83,9000,1,1,5,2,1,800106,1000000
2024JP0000055,1,304.62,28,2,3,1,11,8107,81,5000,1,2,1,5,1,800100,1000000
2024JP0000056,1,304.62,33,2,6,1,11,12350,123,7000,6,2,1,1,1,800100,1000000
2024JP0000057,1,304.62,18,1,6,1,13,4132,41,5000,3,1,1,5,1,800105,1000000
2024JP0000058,1,304.62,17,2,1,1,12,6669,66,0,0,6,1,5,1,800108,1000000
2024JP0000059,1,304.62,4,1,4,1,1,1775,17,0,0,6,1,5,1,800102,1000000
2024JP0000060,1,304.62,12,1,2,1,5,4319,43,0,0,6,1,5,1,800108,1000000
2024JP0000061,1,304.62,32,1,1,1,7,5550,55,9800,4,1,1,1,1,800109,1000000
2024JP0000062,1,304.62,25,1,5,1,12,18024,180,2000,1,1,1,5,1,800109,1000000
2024JP0000063,1,304.62,41,1,7,1,9,6837,68,5000,1,1,1,1,1,800104,1000000
2024JP0000064,1,304.62,31,2,1,1,10,8308,83,9000,3,1,1,1,1,800102,1000000
2024JP0000065,1,304.62,32,2,4,1,9,16405,164,7000,3,5,1,5,1,800104,1000000
2024JP0000066,1,304.62,7,2,5,1,6,4284,42,0,0,6,1,5,1,800107,1000000
2024JP0000067,1,304.62,31,1,1,1,9,13147,131,3000,2,1,1,5,1,800106,1000000
2024JP0000068,1,304.62,42,2,1,1,8,6218,62,7000,1,1,1,1,1,800102,1000000
2024JP0000069,1,304.62,1,1,5,1,3,643,6,0,0,6,1,5,1,800103,1000000
2024JP0000070,1,304.62,39,2,7,1,8,6285,62,9000,1,2,1,1,1,800106,1000000
2024JP0000071,1,304.62,25,1,6,1,10,27252,272,9000,1,1,1,1,1,800109,1000000
2024JP0000072,1,304.62,13,1,4,1,3,2715,27,0,0,6,1,5,1,800107,1000000
2024JP0000073,1,304.62,26,1,4,1,10,22671,226,7000,4,1,1,1,1,800103,1000000
2024JP0000074,1,304.62,16,2,6,1,15,34867,348,0,0,6,1,5,1,800101,1000000
2024JP0000075,1,304.62,3,1,1,1,7,1301,13,0,0,6,1,5,1,800105,1000000
2024JP0000076,1,304.62,13,2,6,1,3,9564,95,0,0,6,1,5,1,800108,1000000
2024JP0000077,1,304.62,17,1,1,1,19,59587,501,0,0,6,1,5,1,800107,1000000
2024JP0000078,1,304.62,8,1,3,1,4,3768,37,0,0,6,1,5,1,800107,1000000
2024JP0000079,1,304.62,24,1,2,1,16,51490,501,2000,1,1,1,1,1,800107,1000000
2024JP0000080,1,304.62,24,2,3,1,14,2223,22,8000,4,1,1,1,1,800107,1000000
2024JP0000081,1,304.62,9,1,1,1,1,875,8,0,0,6,1,5,1,800107,1000000
2024JP0000082,1,304.62,12,2,6,1,5,1425,14,0,0,6,1,5,1,800101,1000000
2024JP0000083,1,304.62,73,2,1,1,6,710,7,0,0,6,1,2,1,800101,1000000
2024JP0000084,1,304.62,28,2,1,1,8,4860,48,5000,3,1,1,5,1,800100,1000000
2024JP0000085,1,304.62,43,1,1,1,16,74180,501,2000,1,3,1,1,1,800109,1000000
2024JP0000086,1,304.62,37,1,3,1,11,9987,99,9000,3,5,1,1,1,800108,1000000
2024JP0000087,1,304.62,2,1,4,1,4,9095,90,0,0,6,1,5,1,800108,1000000
2024JP0000088,1,304.62,29,1,5,1,11,14860,148,5000,1,1,1,5,1,800100,1000000
2024JP0000089,1,304.62,20,2,7,1,20,18340,183,3000,2,1,1,5,1,800102,1000000
2024JP0000090,1,304.62,28,1,6,1,8,22164,221,6000,4,1,1,5,1,800101,1000000
2024JP0000091,1,304.62,47,1,5,1,8,17704,177,7000,1,1,1,1,1,800101,1000000
2024JP0000092,1,304.62,0,2,1,1,6,5057,50,0,0,6,1,5,1,800108,1000000
2024JP0000093,1,304.62,18,2,5,1,17,36220,362,2000,3,1,1,5,1,800108,1000000
2024JP0000094,1,304.62,46,2,5,1,10,48653,486,6000,3,1,1,5,1,800103,1000000
2024JP0000095,1,304.62,30,2,7,1,8,11271,112,9800,3,5,1,1,1,800103,1000000
2024JP0000096,1,304.62,8,2,1,1,6,13112,131,0,0,6,1,5,1,800105,1000000
2024JP0000097,1,304.62,19,1,6,1,15,27262,272,6000,4,3,1,5,1,800103,1000000
2024JP0000098,1,304.62,8,2,2,1,9,1688,16,0,0,6,1,5,1,800108,1000000
2024JP0000099,1,304.62,21,1,2,1,16,15802,158,5000,1,1,1,5,1,800100,1000000
2024JP0000100,1,304.62,23,2,1,1,15,24866,248,3000,1,1,1,5,1,800100,1000000
2024JP0000101,1,304.62,53,1,7,1,12,13254,132,6000,4,2,1,1,1,800106,1000000
2024JP0000102,1,304.62,27,1,1,1,7,2546,25,6000,4,1,1,1,1,800100,1000000
2024JP0000103,1,304.62,89,2,9,1,7,1721,17,0,0,6,1,1,1,800106,1000000
2024JP0000104,1,304.62,56,2,2,1,10,22168,221,2000,1,1,1,1,1,800107,1000000
2024JP0000105,1,304.62,23,2,5,1,12,26945,269,7000,6,1,1,1,1,800103,1000000
2024JP0000106,1,304.62,19,2,1,1,18,12841,128,6000,1,1,1,5,1,800106,1000000
2024JP0000107,1,304.62,36,2,3,1,10,30866,308,9000,1,5,1,1,1,800102,1000000
2024JP0000108,1,304.62,10,1,3,1,1,4574,45,0,0,6,1,5,1,800105,1000000
2024JP0000109,1,304.62,45,1,3,1,8,8085,80,9000,1,1,1,1,1,800104,1000000
2024JP0000110,1,304.62,23,2,6,1,14,59544,501,6000,3,1,1,1,1,800103,1000000
2024JP0000111,1,304.62,51,1,1,1,7,4877,48,9000,1,1,1,1,1,800103,1000000
2024JP0000112,1,304.62,34,1,6,1,12,16267,162,6000,1,1,1,1,1,800108,1000000
2024JP0000113,1,304.62,3,1,6,1,3,1591,15,0,0,6,1,5,1,800109,1000000
2024JP0000114,1,304.62,26,1,5,1,10,10419,104,9000,4,1,1,1,2,800100,1000000
2024JP0000115,1,304.62,59,2,5,1,10,12458,124,6000,6,2,1,2,1,800101,1000000
2024JP0000116,1,304.62,33,1,6,1,13,27478,274,5000,3,1,1,2,1,800106,1000000
2024JP0000117,1,304.62,23,2,5,1,10,19454,194,5000,6,1,5,5,1,800104,1000000
2024JP0000118,1,304.62,20,2,1,1,13,5378,53,7000,1,5,1,5,1,800109,1000000
2024JP0000119,1,304.62,32,1,4,1,9,37396,373,5000,4,4,1,1,1,800102,1000000
2024JP0000120,1,304.62,42,2,6,1,10,25293,252,8000,1,1,1,1,1,800100,1000000
2024JP0000121,1,304.62,0,2,3,1,9,3080,30,0,0,6,1,5,1,800105,1000000
2024JP0000122,1,304.62,9,1,2,1,1,1637,16,0,0,6,1,5,1,800107,1000000
2024JP0000123,1,304.62,39,1,2,1,14,11049,110,4000,2,1,1,5,1,800107,1000000
2024JP0000124,1,304.62,19,1,8,1,11,9307,93,7000,1,1,1,5,1,800103,1000000
2024JP0000125,1,304.62,22,1,4,1,10,10174,101,2000,1,1,1,1,1,800109,1000000
2024JP0000126,1,304.62,28,1,1,1,9,15784,157,5000,1,1,1,5,1,800102,1000000
2024JP0000127,1,304.62,31,1,1,1,8,10258,102,5000,1,3,1,1,1,800107,1000000
2024JP0000128,1,304.62,29,1,1,1,10,7696,76,5000,4,1,1,1,1,800107,1000000
2024JP0000129,1,304.62,2,1,2,1,2,1526,15,0,0,6,1,5,1,800109,1000000
2024JP0000130,1,304.62,0,1,1,1,4,2413,24,0,0,6,1,5,1,800100,1000000
2024JP0000131,1,304.62,26,2,5,1,9,7895,78,6000,1,1,1,1,1,800108,1000000
2024JP0000132,1,304.62,32,1,6,1,6,3904,39,7000,6,1,1,1,1,800107,1000000
2024JP0000133,1,304.62,10,1,1,1,3,1333,13,0,0,6,1,5,1,800109,1000000
2024JP0000134,1,304.62,41,1,5,1,5,4595,45,9800,4,2,1,1,1,800106,1000000
2024JP0000135,1,304.62,44,2,9,1,9,19611,196,6000,1,3,1,1,1,800101,1000000
2024JP0000136,1,304.62,40,1,6,1,6,15617,156,7000,3,2,1,1,1,800105,1000000
2024JP0000137,1,304.62,41,2,5,1,10,8523,85,6000,3,5,1,1,1,800106,1000000
2024JP0000138,1,304.62,14,2,6,1,3,940,9,0,0,6,1,5,1,800106,1000000
2024JP0000139,1,304.62,44,2,6,1,8,10586,105,9000,4,1,1,1,1,800105,1000000
2024JP0000140,1,304.62,1,1,4,1,2,2174,21,0,0,6,1,5,1,800104,1000000
2024JP0000141,1,304.62,17,2,1,1,12,13136,131,0,0,6,1,5,1,800106,1000000
2024JP0000142,1,304.62,4,1,5,1,1,2084,20,0,0,6,1,5,1,800104,1000000
2024JP0000143,1,304.62,15,1,2,1,10,5820,58,0,0,6,1,5,1,800104,1000000
2024JP0000144,1,304.62,55,2,4,1,8,478,4,5000,1,5,1,1,1,800105,1000000
2024JP0000145,1,304.62,2,2,2,1,3,3295,32,0,0,6,1,5,1,800109,1000000
2024JP0000146,1,304.62,30,2,2,1,11,156028,501,3000,1,1,1,1,1,800104,1000000
2024JP0000147,1,304.62,26,1,6,1,16,28827,288,5000,1,1,1,5,1,800108,1000000
2024JP0000148,1,304.62,0,2,2,1,2,4487,44,0,0,6,1,5,1,800107,1000000
2024JP0000149,1,304.62,63,2,1,1,12,20354,203,8000,1,1,1,2,1,800103,1000000
2024JP0000150,1,304.62,14,1,1,1,5,3304,33,0,0,6,1,5,1,800109,1000000
2024JP0000151,1,304.62,30,2,5,1,7,10913,109,6000,3,1,1,1,1,800107,1000000
2024JP0000152,1,304.62,52,2,1,1,8,2147,21,7000,4,1,1,1,1,800103,1000000
2024JP0000153,1,304.62,1,1,6,1,6,1235,12,0,0,6,1,5,1,800104,1000000
2024JP0000154,1,304.62,45,1,5,1,9,15681,156,4000,3,1,1,1,1,800104,1000000
2024JP0000155,1,304.62,23,2,2,1,15,75914,501,2000,2,1,1,1,1,800104,1000000
2024JP0000156,1,304.62,37,1,5,1,9,19258,192,2000,1,1,1,5,1,800107,1000000
2024JP0000157,1,304.62,2,1,2,1,3,3652,36,0,0,6,1,5,1,800108,1000000
2024JP0000158,1,304.62,15,2,4,1,10,2025,20,0,0,6,1,5,1,800105,1000000
2024JP0000159,1,304.62,56,2,7,1,9,10342,103,6000,6,4,1,1,1,800103,1000000
2024JP0000160,1,304.62,32,2,7,1,8,10462,104,9000,3,1,1,1,1,800100,1000000
2024JP0000161,1,304.62,16,2,8,1,14,4756,47,0,0,6,1,5,1,800107,1000000
2024JP0000162,1,304.62,22,1,5,1,15,42779,427,4000,3,1,1,5,1,800107,1000000
2024JP0000163,1,304.62,23,2,4,1,11,5015,50,9000,4,5,1,5,1,800105,1000000
2024JP0000164,1,304.62,9,1,7,1,1,4553,45,0,0,6,1,5,1,800106,1000000
2024JP0000165,1,304.62,41,2,1,1,7,13979,139,5000,3,1,1,1,1,800100,1000000
2024JP0000166,1,304.62,43,1,6,1,12,36005,360,5000,1,1,1,1,1,800107,1000000
2024JP0000167,1,304.62,8,1,6,1,2,2087,20,0,0,6,1,5,1,800109,1000000
2024JP0000168,1,304.62,51,2,2,1,5,10425,104,9920,1,1,1,1,1,800108,1000000
2024JP0000169,1,304.62,31,1,1,1,9,47609,476,7000,3,5,5,1,1,800105,1000000
2024JP0000170,1,304.62,29,1,1,1,7,10959,109,6000,3,1,1,1,1,800108,1000000
2024JP0000171,1,304.62,2,2,1,1,1,2540,25,0,0,6,1,5,1,800100,1000000
2024JP0000172,1,304.62,26,2,5,1,6,8874,88,9800,3,1,1,5,1,800104,1000000
2024JP0000173,1,304.62,44,1,1,1,5,9668,96,9000,3,1,1,1,1,800108,1000000
2024JP0000174,1,304.62,3,1,1,1,4,1556,15,0,0,6,1,5,1,800106,1000000
2024JP0000175,1,304.62,14,2,4,1,5,4503,45,0,0,6,1,5,1,800102,1000000
2024JP0000176,1,304.62,24,1,8,1,14,4830,48,2000,1,1,1,1,1,800104,1000000
2024JP0000177,1,304.62,27,1,2,1,8,3032,30,5000,3,1,1,1,1,800105,1000000
2024JP0000178,1,304.62,21,1,5,1,15,25800,258,6000,6,1,1,5,1,800108,1000000
2024JP0000179,1,304.62,53,2,4,1,10,23504,235,7000,3,1,1,1,1,800103,1000000
2024JP0000180,1,304.62,9,2,4,1,1,2882,28,0,0,6,1,5,1,800104,1000000
2024JP0000181,1,304.62,56,2,4,1,8,10024,100,9000,3,1,1,2,1,800101,1000000
2024JP0000182,1,304.62,40,2,6,1,7,2042,20,7000,1,5,1,1,1,800102,1000000
2024JP0000183,1,304.62,33,1,2,1,15,65778,501,6000,1,1,1,1,1,800101,1000000
2024JP0000184,1,304.62,4,2,1,1,4,1360,13,0,0,6,1,5,1,800105,1000000
2024JP0000185,1,304.62,35,2,7,1,14,26394,263,9800,3,5,1,1,1,800101,1000000
2024JP0000186,1,304.62,5,2,3,1,6,3051,30,0,0,6,1,5,1,800107,1000000
2024JP0000187,1,304.62,10,1,1,1,5,7057,70,0,0,6,1,5,1,800109,1000000
2024JP0000188,1,304.62,15,1,4,1,17,13175,131,0,0,6,1,5,1,800108,1000000
2024JP0000189,1,304.62,19,1,1,1,18,14258,142,4000,2,1,1,5,1,800104,1000000
2024JP0000190,1,304.62,17,2,5,1,16,19370,193,0,0,6,1,5,1,800108,1000000
2024JP0000191,1,304.62,72,2,4,1,6,3660,36,0,0,6,1,5,1,800102,1000000
2024JP0000192,1,304.62,39,2,5,1,8,3057,30,5000,1,5,1,1,1,800105,1000000
2024JP0000193,1,304.62,21,2,6,1,15,20345,203,2000,1,1,1,1,1,800107,1000000
2024JP0000194,1,304.62,5,2,1,1,7,1893,18,0,0,6,1,5,1,800108,1000000
2024JP0000195,1,304.62,7,2,5,1,7,3153,31,0,0,6,1,5,1,800101,1000000
2024JP0000196,1,304.62,10,1,2,1,3,5292,52,0,0,6,1,5,1,800107,1000000
2024JP0000197,1,304.62,21,1,6,1,12,2762,27,2000,1,1,1,5,1,800106,1000000
2024JP0000198,1,304.62,10,2,1,1,1,12248,122,0,0,6,1,5,1,800106,1000000
2024JP0000199,1,304.62,8,2,1,1,4,519,5,0,0,6,1,5,1,800103,1000000
2024JP0000200,1,304.62,43,1,4,1,9,20704,207,9800,1,2,1,1,1,800101,1000000
2024JP0000201,1,304.62,36,2,4,1,10,5745,57,2000,3,1,1,1,1,800101,1000000
2024JP0000202,1,304.62,0,1,3,1,7,6106,61,0,0,6,1,5,1,800108,1000000
2024JP0000203,1,304.62,34,2,1,1,5,5009,50,5000,4,1,1,1,1,800104,1000000
2024JP0000204,1,304.62,2,1,6,1,3,1184,11,0,0,6,1,5,1,800102,1000000
2024JP0000205,1,304.62,58,2,6,1,7,2587,25,5000,3,1,1,1,1,800106,1000000
2024JP0000206,1,304.62,45,1,4,1,7,9677,96,9800,3,1,1,1,1,800108,1000000
2024JP0000207,1,304.62,22,2,9,1,10,24514,245,6000,1,1,1,1,1,800101,1000000
2024JP0000208,1,304.62,3,1,4,1,6,2325,23,0,0,6,1,5,1,800104,1000000
2024JP0000209,1,304.62,48,1,4,1,8,3242,32,9920,1,1,1,1,1,800108,1000000
2024JP0000210,1,304.62,18,2,2,1,17,8169,81,6000,4,1,1,1,1,800109,1000000
2024JP0000211,1,304.62,43,1,4,1,13,24508,245,6000,1,1,1,1,1,800100,1000000
2024JP0000212,1,304.62,29,1,1,1,7,43663,436,6000,3,1,1,5,1,800106,1000000
2024JP0000213,1,304.62,83,2,2,1,5,1172,11,0,0,6,1,2,1,800102,1000000
2024JP0000214,1,304.62,47,2,1,1,9,19018,190,6000,1,5,1,1,1,800105,1000000
2024JP0000215,1,304.62,31,1,3,1,11,12528,125,5000,1,1,1,1,1,800103,1000000
2024JP0000216,1,304.62,5,1,3,1,7,1990,19,0,0,6,1,5,1,800109,1000000
2024JP0000217,1,304.62,19,2,7,1,12,6199,61,6000,1,1,1,5,1,800106,1000000
2024JP0000218,1,304.62,41,1,3,1,5,13186,131,9800,1,1,1,1,1,800109,1000000
2024JP0000219,1,304.62,28,1,3,1,8,19411,194,9800,3,1,1,5,1,800108,1000000
2024JP0000220,1,304.62,31,1,1,1,10,5798,57,2000,1,1,1,1,1,800107,1000000
2024JP0000221,1,304.62,22,2,1,1,17,36537,365,3000,1,1,1,1,1,800104,1000000
2024JP0000222,1,304.62,5,1,4,1,4,2496,24,0,0,6,1,5,1,800100,1000000
2024JP0000223,1,304.62,2,2,2,1,4,8518,85,0,0,6,1,5,1,800106,1000000
2024JP0000224,1,304.62,39,1,2,1,8,3016,30,8000,4,1,1,1,1,800100,1000000
2024JP0000225,1,304.62,15,1,1,1,16,26037,260,0,0,6,1,5,1,800106,1000000
2024JP0000226,1,304.62,27,2,3,1,5,10415,104,9920,3,5,1,5,1,800107,1000000
2024JP0000227,1,304.62,29,2,6,1,10,6567,65,9800,3,1,1,1,1,800105,1000000
2024JP0000228,1,304.62,8,1,4,1,1,1908,19,0,0,6,1,5,1,800107,1000000
2024JP0000229,1,304.62,24,2,4,1,15,28400,284,5000,6,3,1,1,1,800107,1000000
2024JP0000230,1,304.62,11,2,6,1,2,1738,17,0,0,6,1,5,1,800108,1000000
2024JP0000231,1,304.62,41,1,1,1,5,7795,77,7000,4,1,1,1,1,800101,1000000
2024JP0000232,1,304.62,44,1,2,1,5,8410,84,9000,4,1,1,1,1,800100,1000000
2024JP0000233,1,304.62,50,1,6,1,5,2865,28,9800,6,1,1,5,1,800103,1000000
2024JP0000234,1,304.62,19,2,3,1,14,3350,33,6000,4,1,1,5,1,800102,1000000
2024JP0000235,1,304.62,28,1,1,1,15,39525,395,5000,1,1,1,5,1,800101,1000000
2024JP0000236,1,304.62,37,2,2,1,11,11316,113,5000,4,1,1,1,1,800107,1000000
2024JP0000237,1,304.62,44,2,8,1,7,2180,21,6000,1,1,1,1,1,800106,1000000
2024JP0000238,1,304.62,46,1,2,1,5,13629,136,8000,4,1,1,1,1,800103,1000000
2024JP0000239,1,304.62,29,1,4,1,7,5080,50,5000,1,1,1,5,1,800100,1000000
2024JP0000240,1,304.62,23,2,1,1,16,38221,382,6000,1,4,1,5,1,800109,1000000
2024JP0000241,1,304.62,5,2,6,1,7,1003,10,0,0,6,1,5,1,800104,1000000
2024JP0000242,1,304.62,32,2,5,1,8,15963,159,5000,3,5,1,5,1,800109,1000000
2024JP0000243,1,304.62,20,1,3,1,18,7135,71,5000,3,3,1,5,1,800100,1000000
2024JP0000244,1,304.62,32,1,3,1,10,21137,211,2000,1,1,1,3,1,800102,1000000
2024JP0000245,1,304.62,43,2,3,1,8,7949,79,9000,3,1,1,1,1,800103,1000000
2024JP0000246,1,304.62,21,1,3,1,10,7971,79,1000,1,5,1,5,1,800101,1000000
2024JP0000247,1,304.62,1,1,6,1,3,4808,48,0,0,6,1,5,1,800100,1000000
2024JP0000248,1,304.62,16,1,2,1,13,7985,79,0,0,6,1,5,1,800109,1000000
2024JP0000249,1,304.62,16,2,6,1,17,15508,155,0,0,6,1,5,1,800106,1000000
2024JP0000250,1,304.62,41,2,4,1,10,32667,326,8000,3,1,1,1,1,800107,1000000
2024JP0000251,1,304.62,28,2,4,1,13,7001,70,4000,1,1,1,1,1,800105,1000000
2024JP0000252,1,304.62,13,1,5,1,4,11383,113,0,0,6,1,5,1,800105,1000000
2024JP0000253,1,304.62,71,2,1,1,5,2038,20,0,0,6,1,1,1,800104,1000000
2024JP0000254,1,304.62,46,1,2,1,8,55941,501,5000,6,1,1,1,1,800108,1000000
2024JP0000255,1,304.62,19,2,1,1,14,3961,39,9800,6,1,1,5,1,800104,1000000
2024JP0000256,1,304.62,15,2,6,1,18,17361,173,0,0,6,1,5,1,800100,1000000
2024JP0000257,1,304.62,89,2,3,1,5,22605,226,0,0,6,1,1,1,800103,1000000
2024JP0000258,1,304.62,54,2,1,1,6,15375,153,5000,3,1,1,1,1,800101,1000000
2024JP0000259,1,304.62,37,1,1,1,7,2784,27,9800,3,1,1,1,1,800107,1000000
2024JP0000260,1,304.62,41,2,1,1,9,10681,106,4000,1,1,1,1,1,800104,1000000
2024JP0000261,1,304.62,28,1,1,1,13,16094,160,8000,1,5,1,1,1,800108,1000000
2024JP0000262,1,304.62,29,2,4,1,11,10420,104,8000,3,1,1,1,1,800109,1000000
2024JP0000263,1,304.62,37,2,5,1,8,4638,46,5000,6,5,1,5,1,800104,1000000
2024JP0000264,1,304.62,29,1,5,1,12,21884,218,7000,1,1,1,1,1,800100,1000000
2024JP0000265,1,304.62,5,1,1,1,4,2733,27,0,0,6,1,5,1,800109,1000000
2024JP0000266,1,304.62,51,2,1,1,11,33827,338,6000,3,1,1,2,1,800103,1000000
2024JP0000267,1,304.62,48,2,6,1,10,13668,136,6000,3,1,1,1,1,800105,1000000
2024JP0000268,1,304.62,4,2,2,1,2,5229,52,0,0,6,1,5,1,800104,1000000
2024JP0000269,1,304.62,83,2,3,1,6,11030,110,0,0,6,1,1,1,800109,1000000
2024JP0000270,1,304.62,39,2,5,1,6,6624,66,5000,4,1,1,1,1,800106,1000000
2024JP0000271,1,304.62,8,2,1,1,3,1678,16,0,0,6,1,5,1,800104,1000000
2024JP0000272,1,304.62,21,1,4,1,17,7952,79,4000,2,1,1,5,1,800100,1000000
2024JP0000273,1,304.62,7,2,7,1,4,4491,44,0,0,6,1,5,1,800103,1000000
2024JP0000274,1,304.62,36,2,5,1,10,16532,165,6000,4,1,1,5,1,800104,1000000
2024JP0000275,1,304.62,1,1,1,1,1,2776,27,0,0,6,1,5,1,800109,1000000
2024JP0000276,1,304.62,20,1,3,1,12,6055,60,1000,3,1,1,5,1,800106,1000000
2024JP0000277,1,304.62,9,1,3,1,7,2607,26,0,0,6,1,5,1,800107,1000000
2024JP0000278,1,304.62,15,2,4,1,11,19433,194,0,0,6,1,5,1,800102,1000000
2024JP0000279,1,304.62,1,2,3,1,3,3014,30,0,0,6,1,5,1,800103,1000000
2024JP0000280,1,304.62,11,1,5,1,3,3718,37,0,0,6,1,5,1,800108,1000000
2024JP0000281,1,304.62,41,1,1,1,11,25023,250,8000,3,1,1,2,1,800103,1000000
2024JP0000282,1,304.62,47,1,2,1,9,61120,501,2000,3,1,1,1,1,800101,1000000
2024JP0000283,1,304.62,4,2,5,1,5,834,8,0,0,6,1,5,1,800100,1000000
2024JP0000284,1,304.62,31,1,1,1,11,35327,353,5000,4,3,1,1,1,800109,1000000
