SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2024DL0000045,1,1678.79,96,2,1,1,9,46623,310,0,0,6,1,1,1,700708,1000000
2024DL0000046,1,1678.79,34,1,6,1,6,18831,125,6000,3,1,1,5,1,700707,1000000
2024DL0000047,1,1678.79,85,2,1,1,9,22367,149,0,0,6,1,1,1,700701,1000000
2024DL0000048,1,1678.79,38,2,2,1,14,14968,99,6000,1,2,1,1,1,700704,1000000
2024DL0000049,1,1678.79,46,1,1,1,10,44911,299,8000,3,2,1,1,1,700703,1000000
2024DL0000050,1,1678.79,65,1,1,1,5,6918,46,6000,6,1,1,5,1,700701,1000000
2024DL0000051,1,1678.79,10,2,2,1,1,6785,45,0,0,6,1,5,2,700704,1000000
2024DL0000052,1,1678.79,23,2,8,1,18,150245,501,4000,1,1,1,5,1,700700,1000000
2024DL0000053,1,1678.79,94,2,1,1,7,43747,291,0,0,6,1,2,1,700709,1000000
2024DL0000054,1,1678.79,18,1,1,1,16,21995,146,6000,4,1,1,5,1,700707,1000000
2024DL0000055,1,1678.79,17,2,3,1,13,27883,185,0,0,6,1,5,2,700706,1000000
2024DL0000056,1,1678.79,32,1,2,1,11,84257,501,6000,1,1,1,1,1,700708,1000000
2024DL0000057,1,1678.79,44,1,3,1,10,15239,101,7000,1,1,1,1,1,700706,1000000
2024DL0000058,1,1678.79,35,1,2,1,12,17806,118,1000,1,1,1,1,2,700705,1000000
2024DL0000059,1,1678.79,80,1,1,1,10,15073,100,0,0,6,2,2,1,700700,1000000
2024DL0000060,1,1678.79,52,2,5,1,9,44013,293,5000,4,1,1,5,2,700704,1000000
2024DL0000061,1,1678.79,32,2,3,1,5,46958,313,9920,1,1,1,5,1,700710,1000000
2024DL0000062,1,1678.79,9,2,1,1,7,10795,71,0,0,6,1,5,1,700707,1000000
2024DL0000063,1,1678.79,44,2,2,1,11,36945,246,9000,3,1,1,1,1,700707,1000000
2024DL0000064,1,1678.79,3,2,2,1,2,12032,80,0,0,6,1,5,1,700701,1000000
2024DL0000065,1,1678.79,10,2,5,1,3,8239,54,0,0,6,1,5,1,700707,1000000
2024DL0000066,1,1678.79,28,2,6,1,15,80669,501,4000,1,1,1,1,1,700705,1000000
2024DL0000067,1,1678.79,10,1,1,1,2,5939,39,0,0,6,1,5,1,700706,1000000
2024DL0000068,1,1678.79,88,2,4,1,6,7802,52,0,0,6,1,1,1,700700,1000000
2024DL0000069,1,1678.79,0,1,9,1,8,5251,35,0,0,6,1,5,1,700708,1000000
2024DL0000070,1,1678.79,36,1,2,1,13,37127,247,7000,1,2,1,5,1,700704,1000000
2024DL0000071,1,1678.79,52,1,2,1,15,104645,501,4000,2,1,1,2,1,700709,1000000
2024DL0000072,1,1678.79,40,2,4,1,12,37507,250,7000,1,1,1,1,1,700706,1000000
2024DL0000073,1,1678.79,16,1,3,1,17,43499,289,0,0,6,1,5,1,700709,1000000
2024DL0000074,1,1678.79,39,1,8,1,18,64741,431,4000,3,1,1,1,1,700701,1000000
2024DL0000075,1,1678.79,31,1,1,1,15,115014,501,6000,6,3,1,5,1,700704,1000000
2024DL0000076,1,1678.79,26,1,1,1,7,14198,94,6000,4,1,1,1,1,700706,1000000
2024DL0000077,1,1678.79,41,1,1,1,15,61505,410,6000,6,1,1,1,1,700706,1000000
2024DL0000078,1,1678.79,7,1,1,1,6,8524,56,0,0,6,1,5,1,700703,1000000
2024DL0000079,1,1678.79,3,2,1,1,2,10346,68,0,0,6,1,5,1,700709,1000000
2024DL0000080,1,1678.79,30,2,6,1,10,61615,410,2000,1,1,1,1,1,700702,1000000
2024DL0000081,1,1678.79,32,2,9,1,9,11000,73,5000,1,1,1,5,1,700705,1000000
2024DL0000082,1,1678.79,17,1,6,1,11,10749,71,0,0,6,1,5,1,700707,1000000
2024DL0000083,1,1678.79,64,1,5,1,7,28165,187,9000,1,1,1,5,2,700708,1000000
2024DL0000084,1,1678.79,43,2,6,1,13,109363,501,9800,1,1,1,1,1,700700,1000000
2024DL0000085,1,1678.79,49,2,1,1,9,58318,388,6000,1,1,1,1,1,700710,1000000
2024DL0000086,1,1678.79,36,2,6,1,12,24418,162,1000,1,1,1,1,1,700701,1000000
2024DL0000087,1,1678.79,11,2,1,1,4,2678,17,0,0,6,1,5,1,700701,1000000
2024DL0000088,1,1678.79,18,2,3,1,20,54959,366,4000,1,3,2,5,1,700702,1000000
2024DL0000089,1,1678.79,52,1,1,1,8,27044,180,6000,1,1,1,1,1,700708,1000000
2024DL0000090,1,1678.79,29,1,2,1,13,41477,276,9800,3,1,1,5,1,700709,1000000
2024DL0000091,1,1678.79,16,2,3,1,17,33595,223,0,0,6,1,5,1,700706,1000000
2024DL0000092,1,1678.79,23,2,8,1,15,117058,501,6000,4,2,1,5,1,700709,1000000
2024DL0000093,1,1678.79,42,2,1,1,6,11733,78,8000,4,1,1,1,1,700704,1000000
2024DL0000094,1,1678.79,21,1,4,1,12,14436,96,6000,1,1,1,5,1,700701,1000000
2024DL0000095,1,1678.79,50,1,2,1,9,16750,111,7000,1,1,1,1,1,700702,1000000
2024DL0000096,1,1678.79,0,2,1,1,3,12555,83,0,0,6,1,5,1,700709,1000000
2024DL0000097,1,1678.79,43,2,8,1,16,74003,493,4000,1,1,1,1,1,700709,1000000
2024DL0000098,1,1678.79,45,1,2,1,11,24404,162,9000,1,1,1,1,1,700705,1000000
2024DL0000099,1,1678.79,38,1,3,1,5,22082,147,8000,1,1,1,2,1,700708,1000000
2024DL0000100,1,1678.79,46,2,5,1,14,52087,347,6000,4,1,1,5,2,700707,1000000
2024DL0000101,1,1678.79,44,1,5,1,12,29375,195,6000,1,5,1,1,1,700701,1000000
2024DL0000102,1,1678.79,20,2,3,1,13,13252,88,8000,1,1,1,5,1,700707,1000000
2024DL0000103,1,1678.79,9,2,5,1,5,13006,86,0,0,6,1,5,1,700708,1000000
2024DL0000104,1,1678.79,13,2,1,1,2,13937,92,0,0,6,1,5,1,700701,1000000
2024DL0000105,1,1678.79,54,2,2,1,10,71587,477,4000,1,1,1,5,1,700710,1000000
2024DL0000106,1,1678.79,3,2,1,1,1,23526,156,0,0,6,1,5,1,700703,1000000
2024DL0000107,1,1678.79,30,1,3,1,11,19690,131,7000,4,3,1,5,1,700706,1000000
2024DL0000108,1,1678.79,20,1,4,1,17,33391,222,3000,1,1,1,5,1,700710,1000000
2024DL0000109,1,1678.79,1,2,1,1,6,4428,29,0,0,6,1,5,1,700709,1000000
2024DL0000110,1,1678.79,25,2,1,1,12,18650,124,9800,4,5,1,5,1,700706,1000000
2024DL0000111,1,1678.79,10,1,5,1,4,21109,140,0,0,6,1,5,1,700706,1000000
2024DL0000112,1,1678.79,91,2,3,1,5,5686,37,0,0,6,1,1,1,700700,1000000
2024DL0000113,1,1678.79,39,2,5,1,7,41402,276,6000,3,3,1,1,1,700705,1000000
2024DL0000114,1,1678.79,22,1,1,1,20,89717,501,1000,1,5,1,5,1,700705,1000000
2024DL0000115,1,1678.79,9,1,1,1,2,2656,17,0,0,6,1,5,1,700710,1000000
2024DL0000116,1,1678.79,38,1,2,1,12,70624,470,7000,1,1,1,1,1,700706,1000000
2024DL0000117,1,1678.79,4,2,1,1,7,12453,83,0,0,6,1,5,1,700710,1000000
2024DL0000118,1,1678.79,11,2,4,1,1,8623,57,0,0,6,1,5,1,700701,1000000
2024DL0000119,1,1678.79,25,2,1,1,17,46571,310,6000,1,1,1,1,1,700700,1000000
2024DL0000120,1,1678.79,31,2,1,1,12,33216,221,6000,6,1,2,5,1,700703,1000000
2024DL0000121,1,1678.79,3,1,4,1,2,8334,55,0,0,6,1,5,1,700704,1000000
2024DL0000122,1,1678.79,33,1,1,1,11,39221,261,1000,1,1,1,1,1,700704,1000000
2024DL0000123,1,1678.79,37,1,2,1,13,65938,439,2000,1,1,1,1,1,700703,1000000
2024DL0000124,1,1678.79,2,2,3,1,1,8981,59,0,0,6,1,5,1,700709,1000000
2024DL0000125,1,1678.79,1,2,5,1,5,12193,81,0,0,6,1,5,1,700702,1000000
2024DL0000126,1,1678.79,15,2,2,1,17,75372,501,0,0,6,1,5,1,700706,1000000
2024DL0000127,1,1678.79,66,1,6,1,5,14044,93,5000,4,1,1,1,1,700710,1000000
2024DL0000128,1,1678.79,20,1,2,1,14,18527,123,3000,3,1,1,5,2,700709,1000000
2024DL0000129,1,1678.79,69,2,1,1,6,15293,101,7000,1,4,1,1,1,700706,1000000
2024DL0000130,1,1678.79,24,1,1,1,20,115936,501,3000,3,2,1,1,1,700704,1000000
2024DL0000131,1,1678.79,55,1,4,1,10,67612,450,1000,2,1,1,1,1,700703,1000000
2024DL0000132,1,1678.79,4,1,4,1,3,2929,19,0,0,6,1,5,1,700701,1000000
2024DL0000133,1,1678.79,19,1,4,1,20,71152,474,4000,1,1,1,5,1,700709,1000000
2024DL0000134,1,1678.79,13,1,2,1,9,17338,115,0,0,6,1,5,1,700705,1000000
2024DL0000135,1,1678.79,38,2,4,1,14,76606,501,1000,1,1,1,5,1,700701,1000000
2024DL0000136,1,1678.79,29,1,6,1,15,117709,501,4000,2,1,1,5,1,700708,1000000
2024DL0000137,1,1678.79,25,1,1,1,12,16033,106,7000,1,1,1,1,1,700708,1000000
2024DL0000138,1,1678.79,0,1,2,1,6,6420,42,0,0,6,1,5,1,700708,1000000
2024DL0000139,1,1678.79,29,2,2,1,16,124777,501,1000,1,1,1,1,2,700703,1000000
2024DL0000140,1,1678.79,20,2,4,1,16,19464,129,1000,2,1,1,5,1,700703,1000000
2024DL0000141,1,1678.79,39,1,2,1,14,28575,190,2000,1,1,1,5,1,700709,1000000
2024DL0000142,1,1678.79,22,1,9,1,10,27998,186,5000,6,1,1,1,1,700706,1000000
2024DL0000143,1,1678.79,1,1,1,1,3,11454,76,0,0,6,1,5,1,700703,1000000
2024DL0000144,1,1678.79,1,2,5,1,3,6216,41,0,0,6,1,5,1,700706,1000000
2024DL0000145,1,1678.79,38,1,1,1,15,144876,501,4000,1,5,1,1,1,700710,1000000
2024DL0000146,1,1678.79,45,2,1,1,17,97458,501,2000,1,2,1,1,1,700708,1000000
2024DL0000147,1,1678.79,14,2,3,1,4,2988,19,0,0,6,1,5,1,700705,1000000
2024DL0000148,1,1678.79,5,2,1,1,3,10571,70,0,0,6,1,5,1,700700,1000000
2024DL0000149,1,1678.79,16,2,1,1,18,23929,159,0,0,6,2,5,2,700701,1000000
2024DL0000150,1,1678.79,21,1,1,1,15,20624,137,1000,2,1,1,5,1,700710,1000000
2024DL0000151,1,1678.79,45,1,1,1,10,37721,251,3000,1,2,1,1,1,700709,1000000
2024DL0000152,1,1678.79,28,2,1,1,10,21598,143,1000,1,1,1,5,2,700704,1000000
2024DL0000153,1,1678.79,83,1,2,1,8,2148,14,0,0,6,1,5,1,700709,1000000
2024DL0000154,1,1678.79,39,2,3,1,9,31535,210,7000,6,1,1,5,1,700708,1000000
2024DL0000155,1,1678.79,47,1,5,1,5,19005,126,9800,3,1,1,1,1,700700,1000000
2024DL0000156,1,1678.79,33,2,4,1,10,75425,501,8000,3,1,1,1,1,700710,1000000
2024DL0000157,1,1678.79,43,2,2,1,12,77331,501,7000,1,1,1,1,2,700700,1000000
2024DL0000158,1,1678.79,54,2,3,1,12,14855,99,6000,1,1,1,1,1,700705,1000000
2024DL0000159,1,1678.79,9,2,3,1,4,7222,48,0,0,6,1,5,1,700709,1000000
2024DL0000160,1,1678.79,9,1,1,1,5,13185,87,0,0,6,1,5,1,700704,1000000
2024DL0000161,1,1678.79,32,2,2,1,18,143306,501,4000,1,1,1,5,1,700708,1000000
2024DL0000162,1,1678.79,43,1,8,1,5,9745,64,9920,6,2,1,1,1,700705,1000000
2024DL0000163,1,1678.79,38,2,4,1,9,14554,97,9800,4,1,1,1,1,700708,1000000
2024DL0000164,1,1678.79,27,2,5,1,14,23360,155,6000,6,1,1,1,1,700700,1000000
2024DL0000165,1,1678.79,2,1,5,1,3,8680,57,0,0,6,1,5,1,700702,1000000
2024DL0000166,1,1678.79,31,1,8,1,9,29730,198,6000,3,1,1,1,2,700705,1000000
2024DL0000167,1,1678.79,3,1,2,1,1,8108,54,0,0,6,1,5,1,700707,1000000
2024DL0000168,1,1678.79,25,2,5,1,16,34283,228,4000,2,1,1,5,2,700702,1000000
2024DL0000169,1,1678.79,16,1,6,1,18,26410,176,0,0,6,1,5,1,700705,1000000
2024DL0000170,1,1678.79,23,2,5,1,13,11832,78,6000,3,1,1,5,2,700701,1000000
2024DL0000171,1,1678.79,26,2,1,1,12,22986,153,5000,1,1,1,1,1,700703,1000000
2024DL0000172,1,1678.79,15,2,6,1,20,45463,303,0,0,6,1,5,1,700706,1000000
2024DL0000173,1,1678.79,49,2,2,1,10,25868,172,2000,1,1,1,1,1,700703,1000000
2024DL0000174,1,1678.79,28,1,4,1,9,51296,341,7000,1,5,1,1,1,700710,1000000
2024DL0000175,1,1678.79,14,1,1,1,5,4763,31,0,0,6,1,5,1,700706,1000000
2024DL0000176,1,1678.79,18,1,3,1,20,38927,259,1000,1,1,1,5,1,700706,1000000
2024DL0000177,1,1678.79,57,1,6,1,6,59488,396,8000,3,4,1,2,1,700703,1000000
2024DL0000178,1,1678.79,6,2,1,1,3,12997,86,0,0,6,1,5,1,700708,1000000
2024DL0000179,1,1678.79,24,2,5,1,12,14802,98,2000,1,3,1,5,1,700709,1000000
2024DL0000180,1,1678.79,9,1,4,1,9,26200,174,0,0,6,1,5,1,700700,1000000
2024DL0000181,1,1678.79,9,2,3,1,2,17376,115,0,0,6,1,5,1,700701,1000000
2024DL0000182,1,1678.79,48,2,5,1,9,40025,266,6000,1,1,1,1,1,700700,1000000
2024DL0000183,1,1678.79,21,1,3,1,14,13673,91,5000,4,1,1,1,1,700703,1000000
2024DL0000184,1,1678.79,41,2,9,1,5,31933,212,8000,1,1,1,1,1,700706,1000000
2024DL0000185,1,1678.79,53,1,3,1,16,63508,423,1000,2,1,1,2,1,700709,1000000
2024DL0000186,1,1678.79,2,2,3,1,5,7594,50,0,0,6,1,5,1,700701,1000000
2024DL0000187,1,1678.79,47,2,5,1,9,32598,217,9000,1,1,1,1,1,700707,1000000
2024DL0000188,1,1678.79,1,2,1,1,4,5810,38,0,0,6,1,5,1,700708,1000000
2024DL0000189,1,1678.79,28,2,1,1,8,9738,64,9920,6,1,1,1,2,700701,1000000
2024DL0000190,1,1678.79,19,1,1,1,20,110388,501,2000,2,1,1,5,1,700708,1000000
2024DL0000191,1,1678.79,50,1,3,1,14,106942,501,6000,4,1,1,1,1,700703,1000000
2024DL0000192,1,1678.79,10,2,1,1,4,8075,53,0,0,6,1,5,1,700710,1000000
2024DL0000193,1,1678.79,98,1,3,1,8,11293,75,0,0,6,1,2,1,700707,1000000
2024DL0000194,1,1678.79,11,1,2,1,6,4801,32,0,0,6,1,5,2,700705,1000000
2024DL0000195,1,1678.79,17,2,1,1,10,30863,205,0,0,6,1,5,1,700707,1000000
2024DL0000196,1,1678.79,17,2,4,1,17,29082,193,0,0,6,1,5,1,700710,1000000
2024DL0000197,1,1678.79,52,2,2,1,9,56347,375,8000,4,1,1,1,1,700706,1000000
2024DL0000198,1,1678.79,47,2,2,1,9,96146,501,3000,1,1,1,1,1,700704,1000000
2024DL0000199,1,1678.79,3,2,2,1,4,2862,19,0,0,6,1,5,1,700702,1000000
2024DL0000200,1,1678.79,37,1,2,1,10,64135,427,6000,3,1,2,1,1,700708,1000000
2024DL0000201,1,1678.79,23,1,8,1,15,84780,501,1000,1,1,1,1,1,700708,1000000
2024DL0000202,1,1678.79,33,1,2,1,12,26931,179,9800,6,1,1,5,1,700708,1000000
2024DL0000203,1,1678.79,29,2,4,1,13,36517,243,9000,3,3,1,1,2,700710,1000000
2024DL0000204,1,1678.79,91,1,4,1,7,18232,121,0,0,6,1,1,1,700702,1000000
2024DL0000205,1,1678.79,37,1,2,1,11,45966,306,9800,3,5,1,5,1,700709,1000000
2024DL0000206,1,1678.79,67,2,1,1,10,37992,253,3000,1,2,1,1,1,700705,1000000
2024DL0000207,1,1678.79,27,2,4,1,5,25046,166,9920,4,1,1,5,1,700710,1000000
2024DL0000208,1,1678.79,46,2,2,1,6,50380,335,8000,1,1,1,1,1,700710,1000000
2024DL0000209,1,1678.79,44,1,4,1,7,16189,107,6000,3,1,1,1,1,700700,1000000
2024DL0000210,1,1678.79,23,2,3,1,12,49348,328,9800,3,1,1,5,2,700703,1000000
2024DL0000211,1,1678.79,74,2,6,1,5,11072,73,0,0,6,1,2,1,700708,1000000
2024DL0000212,1,1678.79,6,2,5,1,6,5737,38,0,0,6,1,5,1,700710,1000000
2024DL0000213,1,1678.79,97,1,6,1,5,43665,291,0,0,6,1,1,1,700709,1000000
2024DL0000214,1,1678.79,71,1,6,1,6,10631,70,0,0,6,1,5,1,700702,1000000
2024DL0000215,1,1678.79,34,2,4,1,12,58260,388,8000,3,1,1,1,1,700707,1000000
2024DL0000216,1,1678.79,37,2,1,1,6,19757,131,5000,1,1,1,1,2,700705,1000000
2024DL0000217,1,1678.79,14,2,1,1,6,6775,45,0,0,6,1,5,1,700704,1000000
2024DL0000218,1,1678.79,31,2,2,1,15,73947,492,6000,1,1,1,1,1,700707,1000000
2024DL0000219,1,1678.79,29,1,2,1,10,84481,501,7000,1,1,1,5,1,700708,1000000
2024DL0000220,1,1678.79,26,1,2,1,13,22784,151,2000,1,4,1,1,1,700701,1000000
2024DL0000221,1,1678.79,10,1,1,1,1,8407,56,0,0,6,1,5,2,700701,1000000
2024DL0000222,1,1678.79,24,2,3,1,12,33402,222,6000,1,1,1,5,2,700702,1000000
2024DL0000223,1,1678.79,37,2,2,1,6,11822,78,5000,3,1,1,5,2,700708,1000000
2024DL0000224,1,1678.79,16,1,5,1,13,22321,148,0,0,6,1,5,1,700700,1000000
2024DL0000225,1,1678.79,43,2,5,1,16,121272,501,1000,1,1,1,2,1,700700,1000000
2024DL0000226,1,1678.79,38,2,6,1,13,23072,153,9000,4,1,1,1,1,700705,1000000
2024DL0000227,1,1678.79,18,2,1,1,14,17113,114,5000,1,1,1,5,1,700707,1000000
2024DL0000228,1,1678.79,2,1,1,1,4,3227,21,0,0,6,5,5,2,700704,1000000
2024DL0000229,1,1678.79,64,2,1,1,8,98284,501,5000,1,1,1,3,1,700706,1000000
2024DL0000230,1,1678.79,45,2,1,1,5,34275,228,8000,3,1,1,1,1,700700,1000000
2024DL0000231,1,1678.79,2,2,1,1,6,2399,15,0,0,6,1,5,1,700701,1000000
2024DL0000232,1,1678.79,32,2,6,1,9,36646,244,9800,1,1,5,1,2,700710,1000000
2024DL0000233,1,1678.79,46,2,1,1,7,36759,245,9800,1,1,1,1,2,700702,1000000
2024DL0000234,1,1678.79,9,2,2,1,3,10099,67,0,0,6,1,5,1,700702,1000000
2024DL0000235,1,1678.79,35,1,3,1,15,152451,501,4000,3,2,1,1,1,700703,1000000
2024DL0000236,1,1678.79,8,1,3,1,2,10010,66,0,0,6,1,5,1,700707,1000000
2024DL0000237,1,1678.79,24,2,6,1,16,20202,134,1000,1,1,1,5,2,700705,1000000
2024DL0000238,1,1678.79,41,2,5,1,11,97487,501,3000,2,1,1,1,1,700706,1000000
2024DL0000239,1,1678.79,23,2,4,1,14,64959,433,6000,1,1,1,5,1,700701,1000000
2024DL0000240,1,1678.79,49,2,1,1,11,39038,260,3000,2,3,1,1,1,700710,1000000
2024DL0000241,1,1678.79,41,1,2,1,10,55042,366,5000,4,1,1,1,1,700707,1000000
2024DL0000242,1,1678.79,10,1,6,1,4,8207,54,0,0,6,1,5,1,700708,1000000
2024DL0000243,1,1678.79,16,2,2,1,15,39192,261,0,0,6,1,5,2,700706,1000000
2024DL0000244,1,1678.79,19,1,1,1,16,28341,188,4000,1,1,1,5,1,700708,1000000
2024DL0000245,1,1678.79,27,1,4,1,13,20225,134,7000,1,3,1,1,1,700703,1000000
2024DL0000246,1,1678.79,10,1,6,1,5,24849,165,0,0,6,1,5,1,700703,1000000
2024DL0000247,1,1678.79,5,1,1,1,2,10967,73,0,0,6,1,5,1,700709,1000000
2024DL0000248,1,1678.79,38,1,5,1,14,98555,501,5000,1,1,1,1,1,700701,1000000
2024DL0000249,1,1678.79,52,2,2,1,10,93668,501,5000,3,1,1,2,1,700701,1000000
2024DL0000250,1,1678.79,23,2,1,1,13,24390,162,5000,6,1,1,5,1,700702,1000000
2024DL0000251,1,1678.79,36,2,8,1,7,66336,442,6000,1,1,1,1,1,700710,1000000
2024DL0000252,1,1678.79,50,2,1,1,11,70467,469,3000,1,1,1,1,1,700706,1000000
2024DL0000253,1,1678.79,2,1,3,1,7,6220,41,0,0,6,2,5,1,700710,1000000
2024DL0000254,1,1678.79,28,2,2,1,13,25872,172,8000,4,1,1,5,1,700710,1000000
2024DL0000255,1,1678.79,36,1,9,1,12,106659,501,6000,4,1,1,2,1,700709,1000000
2024DL0000256,1,1678.79,72,2,1,1,8,17355,115,0,0,6,1,2,1,700708,1000000
2024DL0000257,1,1678.79,48,2,4,1,9,73290,488,7000,1,2,1,1,1,700700,1000000
2024DL0000258,1,1678.79,10,1,1,1,1,3988,26,0,0,6,1,5,1,700707,1000000
2024DL0000259,1,1678.79,48,1,1,1,10,32221,214,2000,1,1,1,1,1,700700,1000000
2024DL0000260,1,1678.79,57,1,3,1,12,56400,376,7000,4,5,2,2,1,700702,1000000
2024DL0000261,1,1678.79,1,1,1,1,3,8844,58,0,0,6,5,5,1,700702,1000000
2024DL0000262,1,1678.79,44,1,5,1,10,25158,167,6000,6,1,1,1,1,700704,1000000
2024DL0000263,1,1678.79,18,2,3,1,12,29532,196,6000,1,1,1,5,1,700709,1000000
2024DL0000264,1,1678.79,97,1,1,1,10,23379,155,0,0,6,1,1,1,700706,1000000
2024DL0000265,1,1678.79,52,1,1,1,12,20350,135,1000,2,1,1,2,1,700705,1000000
2024DL0000266,1,1678.79,32,2,1,1,16,136926,501,6000,1,5,2,5,1,700706,1000000
2024DL0000267,1,1678.79,25,2,1,1,13,53928,359,9800,4,2,1,1,1,700703,1000000
2024DL0000268,1,1678.79,41,1,5,1,5,42245,281,9920,1,1,1,1,1,700706,1000000
2024DL0000269,1,1678.79,67,1,3,1,7,9015,60,9800,1,1,1,5,1,700710,1000000
2024DL0000270,1,1678.79,22,1,3,1,15,89746,501,3000,1,1,1,5,2,700700,1000000
2024DL0000271,1,1678.79,48,1,5,1,9,77415,501,8000,1,1,1,1,1,700707,1000000
2024DL0000272,1,1678.79,59,2,6,1,8,25756,171,9920,4,1,1,1,1,700703,1000000
2024DL0000273,1,1678.79,50,2,4,1,14,103156,501,6000,3,1,2,1,1,700709,1000000
2024DL0000274,1,1678.79,29,2,5,1,17,80145,501,4000,2,2,1,5,1,700700,1000000
2024DL0000275,1,1678.79,21,2,2,1,13,6622,44,6000,3,1,1,1,1,700701,1000000
2024DL0000276,1,1678.79,21,2,3,1,16,24648,164,4000,3,1,1,5,1,700708,1000000
2024DL0000277,1,1678.79,44,2,1,1,13,85490,501,7000,1,1,1,1,1,700700,1000000
2024DL0000278,1,1678.79,21,1,1,1,14,22392,149,1000,1,1,1,1,1,700707,1000000
