SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2024MU0000122,1,1841.43,8,1,2,1,3,8769,73,0,0,6,1,5,1,2700118,1000000
2024MU0000123,1,1841.43,15,2,2,1,16,48821,406,0,0,6,1,5,1,2700115,1000000
2024MU0000124,1,1841.43,13,2,2,1,3,9386,78,0,0,6,1,5,1,2700114,1000000
2024MU0000125,1,1841.43,49,1,2,1,7,88232,501,9000,1,1,5,1,1,2700118,1000000
2024MU0000126,1,1841.43,51,1,9,1,12,112625,501,6000,1,3,1,1,1,2700110,1000000
2024MU0000127,1,1841.43,17,2,5,1,12,15101,125,0,0,6,1,5,1,2700101,1000000
2024MU0000128,1,1841.43,32,1,8,1,5,11259,93,9920,3,4,1,1,2,2700104,1000000
2024MU0000129,1,1841.43,50,2,1,1,8,17910,149,9920,4,1,1,1,1,2700115,1000000
2024MU0000130,1,1841.43,37,2,1,1,11,11316,94,7000,3,1,1,1,1,2700103,1000000
2024MU0000131,1,1841.43,45,1,1,1,11,77855,501,8000,3,1,5,1,1,2700118,1000000
2024MU0000132,1,1841.43,5,1,1,1,6,1716,14,0,0,6,1,5,1,2700120,1000000
2024MU0000133,1,1841.43,43,2,2,1,11,95612,501,5000,1,1,1,5,1,2700102,1000000
2024MU0000134,1,1841.43,13,1,3,1,5,19540,162,0,0,6,1,5,1,2700107,1000000
2024MU0000135,1,1841.43,84,1,2,1,9,6576,54,0,0,6,1,3,1,2700101,1000000
2024MU0000136,1,1841.43,13,2,8,1,3,3849,32,0,0,6,1,5,1,2700113,1000000
2024MU0000137,1,1841.43,35,2,9,1,10,20686,172,9800,3,1,1,1,1,2700110,1000000
2024MU0000138,1,1841.43,27,2,1,1,12,8664,72,7000,6,1,1,1,1,2700104,1000000
2024MU0000139,1,1841.43,0,1,6,1,1,3681,30,0,0,6,1,5,1,2700111,1000000
2024MU0000140,1,1841.43,13,1,2,1,3,6661,55,0,0,6,1,5,1,2700117,1000000
2024MU0000141,1,1841.43,18,1,2,1,14,18473,153,7000,3,4,1,5,1,2700108,1000000
2024MU0000142,1,1841.43,22,1,4,1,15,86613,501,6000,1,1,1,1,1,2700116,1000000
2024MU0000143,1,1841.43,45,2,1,1,9,13593,113,3000,1,1,1,1,1,2700120,1000000
2024MU0000144,1,1841.43,26,1,8,1,13,31673,263,7000,3,4,1,1,1,2700115,1000000
2024MU0000145,1,1841.43,20,2,3,1,14,3832,31,8000,1,1,1,5,1,2700119,1000000
2024MU0000146,1,1841.43,28,1,7,1,16,33545,279,3000,1,2,1,1,1,2700118,1000000
2024MU0000147,1,1841.43,35,1,9,1,10,21688,180,4000,2,2,1,1,1,2700116,1000000
2024MU0000148,1,1841.43,20,2,2,1,15,55598,463,4000,1,4,1,5,1,2700112,1000000
2024MU0000149,1,1841.43,55,1,1,1,5,20665,172,8000,1,3,1,1,1,2700114,1000000
2024MU0000150,1,1841.43,58,1,1,1,8,17293,144,6000,4,1,1,1,1,2700106,1000000
2024MU0000151,1,1841.43,44,1,1,1,13,23825,198,9800,3,1,1,5,1,2700109,1000000
2024MU0000152,1,1841.43,19,1,1,1,14,8304,69,6000,1,1,1,5,1,2700115,1000000
2024MU0000153,1,1841.43,2,1,5,1,3,1339,11,0,0,6,1,5,1,2700121,1000000
2024MU0000154,1,1841.43,30,1,1,1,11,113247,501,7000,4,1,1,5,1,2700100,1000000
2024MU0000155,1,1841.43,11,2,9,1,1,23244,193,0,0,6,1,5,1,2700115,1000000
2024MU0000156,1,1841.43,88,2,3,1,8,10426,86,0,0,6,1,1,1,2700103,1000000
2024MU0000157,1,1841.43,20,2,1,1,13,18183,151,5000,6,1,1,1,1,2700109,1000000
2024MU0000158,1,1841.43,23,1,2,1,14,25993,216,3000,3,1,1,1,1,2700100,1000000
2024MU0000159,1,1841.43,88,2,2,1,10,5844,48,0,0,6,1,5,1,2700118,1000000
2024MU0000160,1,1841.43,19,1,2,1,16,17848,148,4000,1,1,1,1,1,2700111,1000000
2024MU0000161,1,1841.43,41,2,2,1,9,31462,262,7000,3,1,1,1,1,2700100,1000000
2024MU0000162,1,1841.43,59,2,1,1,10,27731,231,9000,3,1,1,1,1,2700117,1000000
2024MU0000163,1,1841.43,21,1,3,1,17,20471,170,4000,2,1,1,5,1,2700116,1000000
2024MU0000164,1,1841.43,17,2,2,1,17,30475,253,0,0,6,1,5,1,2700104,1000000
2024MU0000165,1,1841.43,8,2,4,1,2,2030,16,0,0,6,1,5,1,2700121,1000000
2024MU0000166,1,1841.43,20,2,5,1,13,49683,414,6000,3,1,1,5,1,2700117,1000000
2024MU0000167,1,1841.43,37,1,1,1,9,16756,139,8000,1,1,2,1,1,2700102,1000000
2024MU0000168,1,1841.43,1,2,1,1,2,8150,67,0,0,6,1,5,1,2700117,1000000
2024MU0000169,1,1841.43,35,2,3,1,5,13001,108,7000,4,1,1,1,1,2700122,1000000
2024MU0000170,1,1841.43,29,1,9,1,7,15476,128,6000,4,1,1,1,1,2700115,1000000
2024MU0000171,1,1841.43,16,2,2,1,18,40170,334,0,0,6,1,5,1,2700111,1000000
2024MU0000172,1,1841.43,22,1,1,1,15,86775,501,6000,1,1,1,5,1,2700110,1000000
2024MU0000173,1,1841.43,40,1,1,1,8,6474,53,8000,1,1,1,1,1,2700116,1000000
2024MU0000174,1,1841.43,36,2,1,1,12,34540,287,5000,3,1,1,5,1,2700106,1000000
2024MU0000175,1,1841.43,21,2,1,1,17,32777,273,5000,1,4,1,1,1,2700104,1000000
2024MU0000176,1,1841.43,16,2,2,1,14,11737,97,0,0,6,1,5,1,2700108,1000000
2024MU0000177,1,1841.43,57,2,3,1,9,17744,147,9800,4,1,1,1,1,2700122,1000000
2024MU0000178,1,1841.43,6,1,1,1,1,11259,93,0,0,6,1,5,1,2700115,1000000
2024MU0000179,1,1841.43,27,1,1,1,12,5071,42,9000,1,1,1,1,1,2700100,1000000
2024MU0000180,1,1841.43,7,2,2,1,4,3281,27,0,0,6,1,5,1,2700117,1000000
2024MU0000181,1,1841.43,43,1,6,1,9,22865,190,7000,1,1,2,1,1,2700105,1000000
2024MU0000182,1,1841.43,51,2,2,1,9,41254,343,7000,4,2,1,4,1,2700115,1000000
2024MU0000183,1,1841.43,1,1,9,1,5,9039,75,0,0,6,1,5,1,2700101,1000000
2024MU0000184,1,1841.43,6,1,2,1,5,1300,10,0,0,6,1,5,1,2700113,1000000
2024MU0000185,1,1841.43,32,1,1,1,10,226351,501,9000,3,1,1,5,1,2700103,1000000
2024MU0000186,1,1841.43,29,1,1,1,5,12560,104,9800,1,1,1,1,1,2700114,1000000
2024MU0000187,1,1841.43,81,2,3,1,8,9065,75,0,0,6,1,2,1,2700116,1000000
2024MU0000188,1,1841.43,35,2,2,1,16,49934,416,4000,2,1,1,1,1,2700123,1000000
2024MU0000189,1,1841.43,24,2,3,1,17,76796,501,5000,4,1,1,5,1,2700108,1000000
2024MU0000190,1,1841.43,50,1,4,1,19,323138,501,1000,1,4,1,1,1,2700113,1000000
2024MU0000191,1,1841.43,34,1,3,1,7,18963,158,5000,6,1,1,1,1,2700112,1000000
2024MU0000192,1,1841.43,19,1,1,1,13,12018,100,9800,1,1,1,5,1,2700123,1000000
2024MU0000193,1,1841.43,26,1,5,1,11,28016,233,9800,6,2,1,1,2,2700110,1000000
2024MU0000194,1,1841.43,33,1,2,1,8,5323,44,9800,1,5,1,1,1,2700103,1000000
2024MU0000195,1,1841.43,48,1,2,1,5,5299,44,7000,3,1,1,2,1,2700102,1000000
2024MU0000196,1,1841.43,17,1,2,1,14,24699,205,0,0,6,1,5,1,2700105,1000000
2024MU0000197,1,1841.43,33,1,3,1,9,80815,501,5000,3,1,1,1,1,2700118,1000000
2024MU0000198,1,1841.43,1,1,1,1,3,9138,76,0,0,6,1,5,1,2700116,1000000
2024MU0000199,1,1841.43,28,2,2,1,18,48202,401,4000,3,3,1,1,1,2700115,1000000
2024MU0000200,1,1841.43,7,2,1,1,3,3533,29,0,0,6,1,5,1,2700104,1000000
2024MU0000201,1,1841.43,26,1,2,1,7,28632,238,9800,1,1,1,1,2,2700109,1000000
2024MU0000202,1,1841.43,39,2,1,1,7,5999,49,6000,1,3,1,1,1,2700103,1000000
2024MU0000203,1,1841.43,4,1,1,1,7,9896,82,0,0,6,1,5,1,2700120,1000000
2024MU0000204,1,1841.43,14,2,1,1,6,2506,20,0,0,6,1,5,1,2700115,1000000
2024MU0000205,1,1841.43,34,1,2,1,7,8087,67,9800,4,1,1,5,1,2700110,1000000
2024MU0000206,1,1841.43,9,2,8,1,3,3906,32,0,0,6,1,5,1,2700101,1000000
2024MU0000207,1,1841.43,1,1,1,1,6,1639,13,0,0,6,1,5,1,2700116,1000000
2024MU0000208,1,1841.43,5,2,2,1,3,878,7,0,0,6,1,5,1,2700114,1000000
2024MU0000209,1,1841.43,37,1,1,1,19,247789,501,3000,1,1,1,1,1,2700108,1000000
2024MU0000210,1,1841.43,60,2,4,1,8,20484,170,9000,4,1,1,1,1,2700101,1000000
2024MU0000211,1,1841.43,98,1,1,1,5,17660,147,0,0,6,1,1,1,2700106,1000000
2024MU0000212,1,1841.43,34,1,1,1,15,170502,501,6000,1,1,1,1,1,2700112,1000000
2024MU0000213,1,1841.43,36,2,1,1,9,172490,501,9800,3,2,1,5,1,2700105,1000000
2024MU0000214,1,1841.43,9,1,9,1,3,11907,99,0,0,6,2,5,1,2700120,1000000
2024MU0000215,1,1841.43,19,2,3,1,14,18263,152,9000,4,1,1,5,1,2700101,1000000
2024MU0000216,1,1841.43,12,1,1,1,6,5830,48,0,0,6,1,5,1,2700107,1000000
2024MU0000217,1,1841.43,4,1,1,1,2,10722,89,0,0,6,1,5,1,2700121,1000000
2024MU0000218,1,1841.43,13,2,1,1,4,682,5,0,0,6,1,5,1,2700107,1000000
2024MU0000219,1,1841.43,48,1,1,1,5,10919,90,5000,1,1,1,1,1,2700119,1000000
2024MU0000220,1,1841.43,9,1,4,1,7,906,7,0,0,6,1,5,1,2700105,1000000
2024MU0000221,1,1841.43,34,2,2,1,9,69320,501,9800,4,1,1,1,1,2700108,1000000
2024MU0000222,1,1841.43,15,2,3,1,13,6477,53,0,0,6,1,5,1,2700118,1000000
2024MU0000223,1,1841.43,19,2,1,1,16,181283,501,3000,1,1,1,5,1,2700110,1000000
2024MU0000224,1,1841.43,24,1,3,1,17,57878,482,4000,1,1,1,5,1,2700121,1000000
2024MU0000225,1,1841.43,95,1,1,1,10,19561,163,0,0,6,1,1,1,2700116,1000000
2024MU0000226,1,1841.43,14,1,1,1,3,2905,24,0,0,6,1,5,1,2700103,1000000
2024MU0000227,1,1841.43,2,1,3,1,7,2710,22,0,0,6,1,5,1,2700120,1000000
2024MU0000228,1,1841.43,15,2,1,1,14,4552,37,0,0,6,1,5,1,2700101,1000000
2024MU0000229,1,1841.43,42,1,3,1,6,5757,47,9800,1,1,1,1,1,2700106,1000000
2024MU0000230,1,1841.43,7,1,6,1,7,700,5,0,0,6,1,5,1,2700119,1000000
2024MU0000231,1,1841.43,61,1,1,1,8,20668,172,6000,1,1,1,2,1,2700109,1000000
2024MU0000232,1,1841.43,10,2,8,1,5,2853,23,0,0,6,5,5,1,2700103,1000000
2024MU0000233,1,1841.43,56,2,1,1,15,314952,501,4000,2,1,1,5,1,2700120,1000000
2024MU0000234,1,1841.43,26,2,1,1,11,12160,101,7000,1,1,1,5,1,2700105,1000000
2024MU0000235,1,1841.43,12,1,3,1,1,13056,108,0,0,6,1,5,1,2700108,1000000
2024MU0000236,1,1841.43,34,2,3,1,16,304271,501,4000,1,1,1,1,2,2700112,1000000
2024MU0000237,1,1841.43,30,2,1,1,9,106537,501,9800,6,1,1,5,1,2700122,1000000
2024MU0000238,1,1841.43,69,1,4,1,8,8060,67,9800,1,2,1,5,1,2700112,1000000
2024MU0000239,1,1841.43,12,1,9,1,3,3057,25,0,0,6,1,5,1,2700103,1000000
2024MU0000240,1,1841.43,14,1,1,1,3,11124,92,0,0,6,1,5,1,2700108,1000000
2024MU0000241,1,1841.43,27,1,8,1,13,16694,139,6000,4,2,1,1,1,2700119,1000000
2024MU0000242,1,1841.43,2,2,3,1,4,4977,41,0,0,6,1,5,1,2700120,1000000
2024MU0000243,1,1841.43,24,1,9,1,16,76926,501,1000,3,1,1,5,1,2700108,1000000
2024MU0000244,1,1841.43,24,1,1,1,18,46258,385,6000,4,1,1,1,1,2700107,1000000
2024MU0000245,1,1841.43,43,2,4,1,8,20025,166,8000,1,1,1,1,1,2700105,1000000
2024MU0000246,1,1841.43,53,2,1,1,10,61040,501,5000,4,1,1,1,1,2700121,1000000
2024MU0000247,1,1841.43,24,2,8,1,17,45177,376,4000,1,1,1,5,1,2700122,1000000
2024MU0000248,1,1841.43,42,1,3,1,11,60138,501,3000,1,1,1,1,1,2700113,1000000
2024MU0000249,1,1841.43,95,1,2,1,8,1122,9,0,0,6,1,1,1,2700116,1000000
2024MU0000250,1,1841.43,27,1,1,1,10,13939,116,5000,6,2,1,1,1,2700119,1000000
2024MU0000251,1,1841.43,24,1,5,1,14,21093,175,8000,1,1,1,1,1,2700107,1000000
2024MU0000252,1,1841.43,22,1,3,1,14,37309,310,6000,3,1,1,5,1,2700109,1000000
2024MU0000253,1,1841.43,45,2,2,1,8,32137,267,6000,1,1,1,1,1,2700114,1000000
2024MU0000254,1,1841.43,33,1,2,1,13,46179,384,8000,1,3,5,1,1,2700122,1000000
2024MU0000255,1,1841.43,21,1,5,1,12,16198,134,9800,3,1,1,1,1,2700101,1000000
2024MU0000256,1,1841.43,36,1,1,1,18,107578,501,5000,6,1,1,1,1,2700122,1000000
2024MU0000257,1,1841.43,96,2,1,1,10,24105,200,0,0,6,1,2,1,2700120,1000000
2024MU0000258,1,1841.43,6,2,8,1,3,5311,44,0,0,6,2,5,1,2700109,1000000
2024MU0000259,1,1841.43,38,2,2,1,5,10669,88,7000,1,3,2,1,1,2700121,1000000
2024MU0000260,1,1841.43,13,1,1,1,6,3016,25,0,0,6,1,5,1,2700109,1000000
2024MU0000261,1,1841.43,58,1,1,1,11,55275,460,8000,1,1,2,1,1,2700116,1000000
2024MU0000262,1,1841.43,23,1,8,1,20,393525,501,3000,1,1,1,5,1,2700116,1000000
2024MU0000263,1,1841.43,25,1,1,1,8,28065,233,9800,1,5,1,1,1,2700107,1000000
2024MU0000264,1,1841.43,3,2,3,1,1,1624,13,0,0,6,1,5,1,2700122,1000000
2024MU0000265,1,1841.43,8,2,8,1,8,1628,13,0,0,6,1,5,1,2700111,1000000
2024MU0000266,1,1841.43,53,2,1,1,7,8703,72,6000,1,1,1,1,1,2700100,1000000
2024MU0000267,1,1841.43,28,2,5,1,13,31135,259,5000,1,1,1,1,1,2700109,1000000
2024MU0000268,1,1841.43,33,2,2,1,6,16662,138,9000,3,1,1,1,1,2700101,1000000
2024MU0000269,1,1841.43,44,1,3,1,12,103830,501,5000,1,2,1,1,1,2700116,1000000
2024MU0000270,1,1841.43,4,2,2,1,2,11295,94,0,0,6,1,5,1,2700101,1000000
2024MU0000271,1,1841.43,23,1,3,1,17,79241,501,4000,1,1,1,5,1,2700112,1000000
2024MU0000272,1,1841.43,34,2,1,1,11,37157,309,5000,1,2,1,1,1,2700106,1000000
