SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2024KL0000112,1,449.67,64,1,5,1,11,14417,131,3000,2,1,1,1,1,1900112,1000000
2024KL0000113,1,449.67,38,2,9,1,12,19055,173,5000,6,5,1,1,1,1900100,1000000
2024KL0000114,1,449.67,3,2,3,1,3,1448,13,0,0,6,1,5,1,1900110,1000000
2024KL0000115,1,449.67,44,1,1,1,16,259898,501,5000,4,1,1,1,1,1900107,1000000
2024KL0000116,1,449.67,16,1,1,1,16,21572,196,0,0,6,1,5,1,1900100,1000000
2024KL0000117,1,449.67,5,1,1,1,3,13355,121,0,0,6,1,5,1,1900108,1000000
2024KL0000118,1,449.67,14,1,4,1,3,2558,23,0,0,6,1,5,1,1900107,1000000
2024KL0000119,1,449.67,18,1,3,1,15,8347,75,4000,3,1,1,1,1,1900110,1000000
2024KL0000120,1,449.67,37,2,5,1,6,12163,110,6000,4,1,1,1,1,1900104,1000000
2024KL0000121,1,449.67,17,1,1,1,14,17758,161,0,0,6,1,5,1,1900113,1000000
2024KL0000122,1,449.67,50,2,3,1,12,29614,269,6000,3,1,1,2,1,1900101,1000000
2024KL0000123,1,449.67,93,2,1,1,10,8178,74,0,0,6,1,2,1,1900112,1000000
2024KL0000124,1,449.67,43,2,2,1,9,19901,180,9000,1,1,1,1,1,1900111,1000000
2024KL0000125,1,449.67,22,1,1,1,11,16299,148,1000,3,1,1,5,1,1900100,1000000
2024KL0000126,1,449.67,35,1,2,1,5,2753,25,7000,6,1,1,1,1,1900114,1000000
2024KL0000127,1,449.67,33,1,1,1,9,117786,501,5000,4,1,1,5,1,1900109,1000000
2024KL0000128,1,449.67,2,2,1,1,1,2667,24,0,0,6,1,5,1,1900106,1000000
2024KL0000129,1,449.67,59,2,2,1,11,25569,232,1000,2,1,1,1,1,1900109,1000000
2024KL0000130,1,449.67,45,1,1,1,10,9838,89,6000,6,1,1,1,1,1900108,1000000
2024KL0000131,1,449.67,28,2,1,1,9,47104,428,9800,3,5,1,1,1,1900109,1000000
2024KL0000132,1,449.67,40,2,2,1,11,41040,373,5000,1,1,1,1,1,1900101,1000000
2024KL0000133,1,449.67,44,1,7,1,14,108456,501,7000,1,2,1,1,1,1900113,1000000
2024KL0000134,1,449.67,6,2,6,1,6,3925,35,0,0,6,1,5,1,1900100,1000000
2024KL0000135,1,449.67,37,1,1,1,12,50034,454,4000,1,1,1,1,1,1900109,1000000
2024KL0000136,1,449.67,22,2,4,1,17,23052,209,6000,3,2,1,1,1,1900111,1000000
2024KL0000137,1,449.67,87,1,1,1,8,5441,49,0,0,6,1,1,1,1900112,1000000
2024KL0000138,1,449.67,48,2,2,1,12,26522,241,8000,3,1,1,1,1,1900113,1000000
2024KL0000139,1,449.67,32,1,1,1,6,13736,124,9800,4,1,1,5,1,1900113,1000000
2024KL0000140,1,449.67,40,2,2,1,20,147135,501,3000,2,1,1,1,1,1900105,1000000
2024KL0000141,1,449.67,36,1,2,1,14,12759,115,4000,1,1,1,1,1,1900109,1000000
2024KL0000142,1,449.67,39,2,2,1,12,18071,164,6000,1,5,1,1,1,1900110,1000000
2024KL0000143,1,449.67,24,1,1,1,14,28584,259,3000,2,5,1,1,1,1900105,1000000
2024KL0000144,1,449.67,33,1,1,1,9,17082,155,7000,4,1,1,5,1,1900110,1000000
2024KL0000145,1,449.67,31,2,4,1,11,20730,188,7000,1,5,1,1,1,1900112,1000000
2024KL0000146,1,449.67,34,2,1,1,8,21743,197,6000,3,1,1,5,1,1900105,1000000
2024KL0000147,1,449.67,29,1,6,1,20,91506,501,2000,1,1,1,5,2,1900109,1000000
2024KL0000148,1,449.67,41,1,2,1,18,60342,501,1000,1,1,1,3,1,1900111,1000000
2024KL0000149,1,449.67,34,1,1,1,14,73932,501,9000,4,1,1,1,1,1900110,1000000
2024KL0000150,1,449.67,37,2,7,1,16,45567,414,2000,3,1,1,1,1,1900111,1000000
2024KL0000151,1,449.67,30,2,3,1,12,49443,449,8000,1,5,1,1,1,1900114,1000000
2024KL0000152,1,449.67,39,1,3,1,8,10839,98,9000,6,2,1,2,2,1900100,1000000
2024KL0000153,1,449.67,30,1,2,1,9,18899,171,6000,1,1,1,1,1,1900107,1000000
2024KL0000154,1,449.67,15,1,1,1,13,61991,501,0,0,6,1,5,1,1900109,1000000
2024KL0000155,1,449.67,2,1,1,1,8,1218,11,0,0,6,1,5,1,1900105,1000000
2024KL0000156,1,449.67,12,2,1,1,5,6105,55,0,0,6,1,5,1,1900109,1000000
2024KL0000157,1,449.67,20,2,3,1,14,2624,23,1000,1,5,1,5,1,1900114,1000000
2024KL0000158,1,449.67,32,1,3,1,13,58442,501,6000,1,1,1,1,1,1900111,1000000
2024KL0000159,1,449.67,17,2,1,1,20,55104,500,0,0,6,1,5,1,1900108,1000000
2024KL0000160,1,449.67,18,1,1,1,20,49107,446,3000,3,4,1,1,1,1900103,1000000
2024KL0000161,1,449.67,59,2,4,1,8,5643,51,7000,4,1,1,1,1,1900106,1000000
2024KL0000162,1,449.67,41,2,1,1,8,8176,74,6000,3,1,1,1,1,1900113,1000000
2024KL0000163,1,449.67,86,1,7,1,12,15083,137,0,0,6,1,5,1,1900106,1000000
2024KL0000164,1,449.67,57,1,2,1,8,3023,27,9000,1,5,1,5,1,1900108,1000000
2024KL0000165,1,449.67,78,2,1,1,6,2321,21,0,0,6,1,1,1,1900104,1000000
2024KL0000166,1,449.67,68,1,1,1,6,3191,29,5000,1,1,1,5,1,1900108,1000000
2024KL0000167,1,449.67,27,2,1,1,11,7563,68,6000,1,5,1,1,1,1900111,1000000
2024KL0000168,1,449.67,44,2,2,1,15,93305,501,1000,2,1,1,1,1,1900111,1000000
2024KL0000169,1,449.67,45,1,3,1,12,20888,189,5000,1,1,1,1,1,1900110,1000000
2024KL0000170,1,449.67,24,1,6,1,16,73540,501,5000,4,5,1,5,1,1900102,1000000
2024KL0000171,1,449.67,52,2,2,1,7,10290,93,8000,1,1,1,1,1,1900111,1000000
2024KL0000172,1,449.67,31,2,1,1,11,16523,150,1000,1,1,1,1,1,1900114,1000000
2024KL0000173,1,449.67,31,1,6,1,11,34505,313,7000,4,2,1,1,1,1900107,1000000
2024KL0000174,1,449.67,43,2,4,1,14,79240,501,6000,6,2,1,1,2,1900101,1000000
2024KL0000175,1,449.67,63,1,2,1,9,21736,197,8000,4,2,1,1,1,1900110,1000000
2024KL0000176,1,449.67,2,2,2,1,4,2529,22,0,0,6,1,5,1,1900101,1000000
2024KL0000177,1,449.67,9,2,1,1,5,2891,26,0,0,6,1,5,1,1900105,1000000
2024KL0000178,1,449.67,47,2,1,1,11,24649,224,7000,3,1,2,1,1,1900108,1000000
2024KL0000179,1,449.67,34,1,5,1,10,30496,277,8000,6,1,1,1,1,1900114,1000000
2024KL0000180,1,449.67,44,2,3,1,10,59390,501,8000,3,1,1,1,1,1900109,1000000
2024KL0000181,1,449.67,12,1,2,1,3,910,8,0,0,6,1,5,1,1900103,1000000
2024KL0000182,1,449.67,16,2,1,1,10,9396,85,0,0,6,1,5,2,1900109,1000000
2024KL0000183,1,449.67,9,2,1,1,3,7581,68,0,0,6,1,5,1,1900113,1000000
2024KL0000184,1,449.67,15,2,1,1,15,28843,262,0,0,6,1,5,1,1900105,1000000
2024KL0000185,1,449.67,57,2,1,1,5,18427,167,5000,1,3,1,1,1,1900114,1000000
2024KL0000186,1,449.67,27,1,3,1,8,2137,19,9000,1,2,1,5,1,1900103,1000000
2024KL0000187,1,449.67,10,1,1,1,5,6272,57,0,0,6,1,5,1,1900108,1000000
2024KL0000188,1,449.67,31,2,1,1,6,28687,260,6000,1,1,1,1,1,1900114,1000000
2024KL0000189,1,449.67,52,2,1,1,14,116538,501,1000,1,1,1,5,1,1900114,1000000
2024KL0000190,1,449.67,4,2,1,1,7,5584,50,0,0,6,1,5,1,1900114,1000000
2024KL0000191,1,449.67,34,2,3,1,12,27780,252,7000,1,1,1,1,1,1900112,1000000
2024KL0000192,1,449.67,88,2,2,1,11,24749,224,0,0,6,1,1,1,1900110,1000000
2024KL0000193,1,449.67,26,2,1,1,15,53985,490,2000,2,1,1,1,1,1900101,1000000
2024KL0000194,1,449.67,59,2,1,1,13,82612,501,1000,1,5,1,5,1,1900104,1000000
2024KL0000195,1,449.67,79,2,1,1,8,4116,37,0,0,6,1,2,1,1900102,1000000
2024KL0000196,1,449.67,0,1,2,1,2,4773,43,0,0,6,1,5,1,1900102,1000000
2024KL0000197,1,449.67,52,2,2,1,10,4737,43,5000,6,1,1,3,1,1900103,1000000
2024KL0000198,1,449.67,17,1,4,1,15,23695,215,0,0,6,1,5,1,1900106,1000000
2024KL0000199,1,449.67,4,1,1,1,2,1732,15,0,0,6,1,5,1,1900111,1000000
2024KL0000200,1,449.67,44,2,1,1,13,42378,385,1000,1,1,1,1,1,1900105,1000000
2024KL0000201,1,449.67,26,2,6,1,17,80260,501,3000,2,1,1,1,1,1900107,1000000
2024KL0000202,1,449.67,42,2,6,1,13,51270,466,5000,1,2,1,5,1,1900108,1000000
2024KL0000203,1,449.67,57,1,3,1,12,8605,78,6000,1,1,1,1,2,1900110,1000000
2024KL0000204,1,449.67,99,1,4,1,6,5534,50,0,0,6,1,1,1,1900112,1000000
2024KL0000205,1,449.67,27,1,2,1,9,40112,364,4000,1,1,1,1,2,1900104,1000000
2024KL0000206,1,449.67,57,1,2,1,5,4500,40,8000,3,4,1,2,1,1900114,1000000
2024KL0000207,1,449.67,50,2,2,1,10,53685,488,7000,3,1,1,5,1,1900104,1000000
2024KL0000208,1,449.67,62,1,3,1,6,3949,35,6000,6,1,1,1,1,1900110,1000000
2024KL0000209,1,449.67,16,1,1,1,10,8103,73,0,0,6,1,5,1,1900110,1000000
2024KL0000210,1,449.67,4,2,3,1,7,6485,58,0,0,6,1,5,1,1900103,1000000
2024KL0000211,1,449.67,22,1,3,1,15,133408,501,3000,3,1,1,1,1,1900112,1000000
2024KL0000212,1,449.67,58,1,1,1,14,73038,501,1000,2,1,1,2,1,1900109,1000000
2024KL0000213,1,449.67,10,2,1,1,3,3311,30,0,0,6,1,5,1,1900114,1000000
2024KL0000214,1,449.67,62,2,1,1,9,32602,296,6000,3,1,1,1,1,1900114,1000000
2024KL0000215,1,449.67,27,2,5,1,14,39913,362,6000,3,3,1,5,1,1900113,1000000
2024KL0000216,1,449.67,35,2,1,1,8,24333,221,9000,3,1,1,1,1,1900112,1000000
2024KL0000217,1,449.67,26,2,7,1,9,22610,205,4000,1,2,1,5,2,1900105,1000000
2024KL0000218,1,449.67,25,1,1,1,6,15657,142,6000,1,1,1,1,1,1900113,1000000
2024KL0000219,1,449.67,4,2,3,1,3,3794,34,0,0,6,1,5,1,1900101,1000000
2024KL0000220,1,449.67,51,2,1,1,6,4988,45,7000,1,1,1,2,1,1900102,1000000
2024KL0000221,1,449.67,89,2,4,1,10,11588,105,0,0,6,1,1,1,1900105,1000000
2024KL0000222,1,449.67,35,2,2,1,9,85238,501,9000,4,1,1,1,1,1900103,1000000
2024KL0000223,1,449.67,42,2,1,1,5,7848,71,6000,1,5,1,1,1,1900106,1000000
2024KL0000224,1,449.67,6,2,1,1,6,3584,32,0,0,6,1,5,1,1900101,1000000
2024KL0000225,1,449.67,29,1,7,1,8,13601,123,5000,3,1,1,5,1,1900107,1000000
2024KL0000226,1,449.67,45,1,5,1,19,60157,501,3000,1,1,1,1,1,1900106,1000000
2024KL0000227,1,449.67,42,2,6,1,15,111994,501,1000,1,1,1,1,1,1900113,1000000
2024KL0000228,1,449.67,19,2,1,1,18,14679,133,3000,3,1,1,5,1,1900107,1000000
2024KL0000229,1,449.67,53,2,6,1,10,6428,58,7000,6,1,2,1,1,1900107,1000000
2024KL0000230,1,449.67,36,2,1,1,12,53958,490,5000,4,4,1,1,1,1900111,1000000
2024KL0000231,1,449.67,26,2,1,1,8,4289,38,7000,4,5,1,5,1,1900104,1000000
2024KL0000232,1,449.67,25,1,1,1,15,58746,501,5000,3,1,1,1,1,1900100,1000000
2024KL0000233,1,449.67,54,1,3,1,10,36637,333,9800,1,1,1,1,1,1900105,1000000
2024KL0000234,1,449.67,73,1,2,1,6,5471,49,0,0,6,1,2,1,1900110,1000000
2024KL0000235,1,449.67,35,1,1,1,8,6397,58,9800,4,1,1,1,1,1900109,1000000
2024KL0000236,1,449.67,55,2,1,1,11,63317,501,6000,4,1,1,2,1,1900109,1000000
2024KL0000237,1,449.67,21,1,2,1,11,7526,68,4000,1,1,1,1,2,1900108,1000000
2024KL0000238,1,449.67,94,2,2,1,6,4917,44,0,0,6,1,2,1,1900108,1000000
2024KL0000239,1,449.67,75,2,1,1,6,25697,233,0,0,6,1,2,1,1900102,1000000
2024KL0000240,1,449.67,35,2,2,1,5,7195,65,9800,1,1,1,1,1,1900104,1000000
2024KL0000241,1,449.67,37,2,3,1,9,65973,501,8000,3,4,1,1,1,1900113,1000000
2024KL0000242,1,449.67,63,2,9,1,6,10740,97,9800,1,3,1,2,1,1900101,1000000
2024KL0000243,1,449.67,23,1,2,1,12,6684,60,7000,1,1,1,5,1,1900106,1000000
2024KL0000244,1,449.67,28,2,1,1,11,50160,455,9800,4,4,1,1,1,1900114,1000000
2024KL0000245,1,449.67,36,2,1,1,14,70013,501,1000,1,1,1,1,1,1900105,1000000
2024KL0000246,1,449.67,11,1,3,1,1,1339,12,0,0,6,1,5,1,1900105,1000000
2024KL0000247,1,449.67,32,1,1,1,5,3048,27,5000,1,1,1,5,1,1900107,1000000
2024KL0000248,1,449.67,10,2,1,1,9,15243,138,0,0,6,1,5,1,1900114,1000000
2024KL0000249,1,449.67,12,1,4,1,6,5055,45,0,0,6,5,5,1,1900107,1000000
2024KL0000250,1,449.67,14,2,1,1,8,3473,31,0,0,6,1,5,1,1900111,1000000
2024KL0000251,1,449.67,45,1,3,1,13,28940,263,2000,1,1,1,1,2,1900101,1000000
2024KL0000252,1,449.67,17,1,2,1,15,35286,320,0,0,6,1,5,1,1900114,1000000
2024KL0000253,1,449.67,48,2,1,1,13,62281,501,9000,1,1,1,1,1,1900107,1000000
2024KL0000254,1,449.67,58,1,1,1,5,9265,84,5000,1,1,1,1,1,1900100,1000000
2024KL0000255,1,449.67,46,2,1,1,10,49175,447,2000,2,2,1,1,1,1900105,1000000
2024KL0000256,1,449.67,21,2,1,1,14,9421,85,9000,3,1,1,1,1,1900104,1000000
2024KL0000257,1,449.67,15,1,3,1,19,61021,501,0,0,6,1,5,1,1900109,1000000
2024KL0000258,1,449.67,62,1,1,1,5,4503,40,6000,3,1,1,5,1,1900100,1000000
2024KL0000259,1,449.67,24,1,1,1,18,46194,419,4000,2,3,1,5,1,1900100,1000000
2024KL0000260,1,449.67,43,2,3,1,12,41619,378,7000,3,1,1,1,1,1900110,1000000
2024KL0000261,1,449.67,5,2,1,1,4,1829,16,0,0,6,1,5,1,1900112,1000000
2024KL0000262,1,449.67,15,1,1,1,15,34638,314,0,0,6,1,5,1,1900100,1000000
2024KL0000263,1,449.67,6,2,1,1,3,17162,156,0,0,6,1,5,1,1900101,1000000
2024KL0000264,1,449.67,17,2,1,1,13,15287,138,0,0,6,1,5,1,1900102,1000000
2024KL0000265,1,449.67,24,1,1,1,20,84715,501,3000,2,1,1,5,1,1900106,1000000
2024KL0000266,1,449.67,58,1,2,1,9,8489,77,5000,3,1,1,1,1,1900114,1000000
2024KL0000267,1,449.67,27,2,1,1,20,103763,501,1000,2,5,1,5,1,1900111,1000000
2024KL0000268,1,449.67,97,2,4,1,9,16925,153,0,0,6,1,1,1,1900106,1000000
2024KL0000269,1,449.67,89,1,1,1,7,12023,109,0,0,6,1,1,1,1900105,1000000
2024KL0000270,1,449.67,40,1,6,1,11,60990,501,8000,1,1,1,1,1,1900111,1000000
2024KL0000271,1,449.67,17,1,1,1,12,1867,16,0,0,6,1,5,1,1900106,1000000
2024KL0000272,1,449.67,37,2,1,1,13,21092,191,8000,6,1,1,1,1,1900111,1000000
2024KL0000273,1,449.67,43,1,4,1,9,23560,214,9000,1,1,1,1,1,1900104,1000000
2024KL0000274,1,449.67,93,2,2,1,7,4940,44,0,0,6,1,1,1,1900102,1000000
2024KL0000275,1,449.67,31,2,6,1,13,65936,501,9800,4,1,1,1,1,1900109,1000000
2024KL0000276,1,449.67,41,2,2,1,11,18976,172,6000,1,1,1,1,1,1900103,1000000
2024KL0000277,1,449.67,31,1,1,1,17,54713,497,4000,1,5,1,1,1,1900105,1000000
2024KL0000278,1,449.67,52,2,5,1,7,4578,41,5000,1,3,1,1,1,1900105,1000000
