SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2024BG0000069,1,844.37,89,1,2,1,11,26989,192,0,0,6,1,1,1,2900101,1000000
2024BG0000070,1,844.37,46,2,5,1,16,142444,501,5000,1,1,1,1,1,2900106,1000000
2024BG0000071,1,844.37,37,1,6,1,7,15967,114,5000,4,1,1,1,1,2900105,1000000
2024BG0000072,1,844.37,12,1,1,1,6,4549,32,0,0,6,1,5,1,2900101,1000000
2024BG0000073,1,844.37,58,1,5,1,11,19352,138,6000,4,5,1,1,1,2900100,1000000
2024BG0000074,1,844.37,4,2,3,1,8,11857,84,0,0,6,1,5,1,2900101,1000000
2024BG0000075,1,844.37,25,1,3,1,13,35304,252,7000,6,1,1,5,1,2900106,1000000
2024BG0000076,1,844.37,3,1,2,1,5,5512,39,0,0,6,1,5,1,2900103,1000000
2024BG0000077,1,844.37,20,2,2,1,16,22513,160,1000,3,1,1,5,1,2900102,1000000
2024BG0000078,1,844.37,27,2,2,1,5,10346,73,6000,6,1,1,1,1,2900100,1000000
2024BG0000079,1,844.37,5,2,3,1,3,12972,92,0,0,6,1,5,1,2900101,1000000
2024BG0000080,1,844.37,57,1,1,1,6,13978,99,8000,1,3,1,1,1,2900100,1000000
2024BG0000081,1,844.37,41,1,2,1,13,62226,444,8000,4,1,1,5,2,2900105,1000000
2024BG0000082,1,844.37,28,2,5,1,7,10821,77,7000,1,1,1,5,1,2900105,1000000
2024BG0000083,1,844.37,1,1,1,1,4,6020,43,0,0,6,1,5,1,2900103,1000000
2024BG0000084,1,844.37,39,1,3,1,14,13251,94,7000,3,1,1,1,1,2900100,1000000
2024BG0000085,1,844.37,19,2,3,1,13,22299,159,6000,1,1,1,5,1,2900107,1000000
2024BG0000086,1,844.37,17,1,1,1,10,15514,110,0,0,6,1,5,1,2900106,1000000
2024BG0000087,1,844.37,22,1,1,1,12,13172,94,8000,1,1,1,5,1,2900101,1000000
2024BG0000088,1,844.37,19,2,1,1,17,62168,444,1000,3,1,1,5,1,2900107,1000000
2024BG0000089,1,844.37,58,2,1,1,8,58397,417,7000,1,1,1,1,1,2900106,1000000
2024BG0000090,1,844.37,32,1,5,1,14,25075,179,1000,1,1,1,5,1,2900104,1000000
2024BG0000091,1,844.37,22,2,1,1,19,121479,501,4000,3,1,1,5,2,2900102,1000000
2024BG0000092,1,844.37,39,1,6,1,14,28325,202,4000,2,2,1,5,1,2900104,1000000
2024BG0000093,1,844.37,8,1,2,1,7,4163,29,0,0,6,1,5,1,2900104,1000000
2024BG0000094,1,844.37,24,2,1,1,19,719977,501,4000,1,1,1,1,1,2900102,1000000
2024BG0000095,1,844.37,43,1,1,1,11,64105,457,6000,1,1,1,1,1,2900105,1000000
2024BG0000096,1,844.37,25,1,5,1,10,25611,182,5000,1,1,1,5,1,2900106,1000000
2024BG0000097,1,844.37,55,1,5,1,14,60199,429,4000,3,1,1,5,1,2900102,1000000
2024BG0000098,1,844.37,29,2,9,1,10,34047,243,5000,1,1,1,1,1,2900106,1000000
2024BG0000099,1,844.37,16,2,2,1,14,14879,106,0,0,6,1,5,1,2900106,1000000
2024BG0000100,1,844.37,44,2,4,1,7,9829,70,9800,1,1,1,1,1,2900107,1000000
2024BG0000101,1,844.37,15,1,2,1,13,15220,108,0,0,6,1,5,1,2900101,1000000
2024BG0000102,1,844.37,30,2,5,1,15,199818,501,4000,1,1,1,5,1,2900101,1000000
2024BG0000103,1,844.37,23,2,5,1,13,16851,120,8000,6,4,1,5,1,2900104,1000000
2024BG0000104,1,844.37,21,1,5,1,17,73111,501,6000,6,1,1,1,1,2900106,1000000
2024BG0000105,1,844.37,83,2,7,1,5,2678,19,0,0,6,1,1,1,2900102,1000000
2024BG0000106,1,844.37,26,2,1,1,13,43934,313,9800,3,1,1,1,1,2900105,1000000
2024BG0000107,1,844.37,18,2,1,1,17,73592,501,5000,1,1,1,5,1,2900102,1000000
2024BG0000108,1,844.37,44,1,1,1,6,38960,278,7000,3,1,1,1,1,2900101,1000000
2024BG0000109,1,844.37,38,1,1,1,9,60583,432,7000,1,2,1,1,1,2900106,1000000
2024BG0000110,1,844.37,40,1,5,1,7,57278,409,9800,4,1,1,1,1,2900104,1000000
2024BG0000111,1,844.37,74,1,5,1,11,22441,160,0,0,6,1,1,1,2900106,1000000
2024BG0000112,1,844.37,12,1,1,1,6,4416,31,0,0,6,1,5,1,2900104,1000000
2024BG0000113,1,844.37,45,1,1,1,11,173754,501,4000,2,3,1,1,1,2900105,1000000
2024BG0000114,1,844.37,40,1,6,1,6,21206,151,7000,3,5,1,1,1,2900105,1000000
2024BG0000115,1,844.37,12,1,5,1,5,7972,56,0,0,6,1,5,1,2900106,1000000
2024BG0000116,1,844.37,19,1,6,1,20,134153,501,4000,1,1,1,5,1,2900100,1000000
2024BG0000117,1,844.37,15,1,1,1,14,13531,96,0,0,6,1,5,1,2900100,1000000
2024BG0000118,1,844.37,79,1,2,1,8,15967,114,0,0,6,1,1,1,2900103,1000000
2024BG0000119,1,844.37,0,1,5,1,5,3320,23,0,0,6,1,5,1,2900100,1000000
2024BG0000120,1,844.37,44,1,5,1,11,39257,280,6000,1,1,1,1,1,2900103,1000000
2024BG0000121,1,844.37,18,2,1,1,17,40708,290,5000,4,2,1,5,1,2900100,1000000
2024BG0000122,1,844.37,3,1,1,1,7,6747,48,0,0,6,1,5,1,2900102,1000000
2024BG0000123,1,844.37,31,2,1,1,15,210040,501,3000,1,1,1,1,1,2900107,1000000
2024BG0000124,1,844.37,7,1,6,1,6,8741,62,0,0,6,1,5,1,2900105,1000000
2024BG0000125,1,844.37,41,1,6,1,10,75989,501,7000,1,1,1,5,1,2900105,1000000
2024BG0000126,1,844.37,28,1,1,1,5,6491,46,7000,4,1,1,1,1,2900106,1000000
2024BG0000127,1,844.37,27,1,5,1,14,88343,501,7000,4,1,1,1,1,2900103,1000000
2024BG0000128,1,844.37,30,2,3,1,11,43991,314,7000,1,1,1,1,1,2900104,1000000
2024BG0000129,1,844.37,37,2,1,1,11,28422,203,7000,1,1,1,1,1,2900103,1000000
2024BG0000130,1,844.37,46,2,3,1,6,73219,501,8000,1,1,1,1,1,2900105,1000000
2024BG0000131,1,844.37,6,2,1,1,5,3553,25,0,0,6,1,5,1,2900103,1000000
2024BG0000132,1,844.37,29,2,5,1,14,37627,268,2000,1,1,1,1,1,2900101,1000000
2024BG0000133,1,844.37,15,2,3,1,18,37229,265,0,0,6,1,5,1,2900102,1000000
2024BG0000134,1,844.37,34,1,1,1,18,153629,501,4000,2,1,1,1,1,2900103,1000000
2024BG0000135,1,844.37,0,1,2,1,9,35966,256,0,0,6,1,5,1,2900107,1000000
2024BG0000136,1,844.37,1,2,1,1,9,21064,150,0,0,6,1,5,1,2900101,1000000
2024BG0000137,1,844.37,44,1,1,1,14,40910,292,7000,4,1,1,1,1,2900101,1000000
2024BG0000138,1,844.37,32,2,1,1,17,65439,467,4000,1,1,1,1,1,2900106,1000000
2024BG0000139,1,844.37,30,2,1,1,9,58068,414,3000,3,2,1,1,1,2900104,1000000
2024BG0000140,1,844.37,33,1,2,1,10,64943,463,6000,1,1,1,1,1,2900100,1000000
2024BG0000141,1,844.37,22,1,1,1,17,84068,501,4000,1,1,1,5,1,2900101,1000000
2024BG0000142,1,844.37,44,2,1,1,16,320719,501,4000,1,1,1,1,1,2900102,1000000
2024BG0000143,1,844.37,15,1,2,1,18,45910,327,0,0,6,1,5,1,2900103,1000000
2024BG0000144,1,844.37,91,1,1,1,9,22188,158,0,0,6,1,1,1,2900100,1000000
2024BG0000145,1,844.37,24,2,1,1,13,38608,275,6000,3,1,1,5,1,2900107,1000000
2024BG0000146,1,844.37,22,1,8,1,16,230959,501,4000,1,1,1,5,1,2900105,1000000
2024BG0000147,1,844.37,81,1,1,1,5,6390,45,0,0,6,1,5,1,2900101,1000000
2024BG0000148,1,844.37,23,2,4,1,15,42677,304,6000,1,1,1,5,1,2900106,1000000
2024BG0000149,1,844.37,43,2,5,1,14,91410,501,7000,4,1,1,1,1,2900103,1000000
2024BG0000150,1,844.37,41,2,6,1,10,41999,299,5000,1,1,1,1,1,2900107,1000000
2024BG0000151,1,844.37,16,2,2,1,17,37622,268,0,0,6,1,5,1,2900107,1000000
2024BG0000152,1,844.37,18,2,4,1,14,22341,159,4000,3,1,1,5,1,2900103,1000000
2024BG0000153,1,844.37,26,1,1,1,8,29154,208,9000,3,1,1,1,2,2900106,1000000
2024BG0000154,1,844.37,33,1,9,1,12,43901,313,9800,4,1,1,5,1,2900103,1000000
2024BG0000155,1,844.37,51,1,1,1,12,42361,302,6000,1,1,1,2,1,2900102,1000000
2024BG0000156,1,844.37,47,2,1,1,11,36802,262,5000,3,1,1,1,1,2900104,1000000
2024BG0000157,1,844.37,29,2,7,1,14,116454,501,9800,1,1,1,5,1,2900106,1000000
2024BG0000158,1,844.37,36,2,2,1,15,72100,501,4000,2,1,1,1,1,2900100,1000000
2024BG0000159,1,844.37,27,1,6,1,7,16513,117,9800,1,1,1,1,1,2900104,1000000
2024BG0000160,1,844.37,32,1,1,1,10,29152,208,5000,1,1,1,5,1,2900100,1000000
2024BG0000161,1,844.37,33,1,6,1,10,37089,264,7000,1,1,1,5,1,2900103,1000000
2024BG0000162,1,844.37,23,1,7,1,18,37210,265,4000,3,5,1,5,1,2900103,1000000
2024BG0000163,1,844.37,42,1,1,1,16,115745,501,4000,1,1,1,3,1,2900105,1000000
2024BG0000164,1,844.37,19,2,4,1,16,10827,77,4000,1,1,1,1,1,2900103,1000000
2024BG0000165,1,844.37,20,1,6,1,13,19210,137,1000,1,1,1,5,1,2900103,1000000
2024BG0000166,1,844.37,14,1,1,1,4,6270,44,0,0,6,1,5,1,2900100,1000000
2024BG0000167,1,844.37,44,2,1,1,12,32540,232,7000,1,1,1,5,1,2900105,1000000
2024BG0000168,1,844.37,1,2,3,1,6,2626,18,0,0,6,1,5,1,2900104,1000000
2024BG0000169,1,844.37,3,1,2,1,6,4259,30,0,0,6,1,5,1,2900101,1000000
2024BG0000170,1,844.37,16,1,4,1,15,19806,141,0,0,6,1,5,1,2900106,1000000
2024BG0000171,1,844.37,58,1,2,1,6,3568,25,9800,4,1,1,1,1,2900100,1000000
2024BG0000172,1,844.37,43,2,4,1,12,46938,335,6000,1,3,1,1,1,2900105,1000000
2024BG0000173,1,844.37,21,1,5,1,19,73135,501,4000,1,1,1,5,1,2900106,1000000
2024BG0000174,1,844.37,27,1,6,1,7,11514,82,6000,3,1,1,1,1,2900101,1000000
2024BG0000175,1,844.37,49,1,1,1,7,18123,129,8000,1,1,1,5,1,2900101,1000000
2024BG0000176,1,844.37,30,1,7,1,14,53840,384,5000,1,1,1,1,1,2900101,1000000
2024BG0000177,1,844.37,82,1,1,1,8,13020,93,0,0,6,1,1,1,2900104,1000000
2024BG0000178,1,844.37,22,2,2,1,12,65351,466,9800,1,4,1,1,1,2900101,1000000
2024BG0000179,1,844.37,22,2,2,1,15,66378,474,4000,1,1,1,5,1,2900107,1000000
2024BG0000180,1,844.37,14,1,1,1,8,2483,17,0,0,6,1,5,1,2900107,1000000
2024BG0000181,1,844.37,0,2,5,1,1,23067,164,0,0,6,1,5,1,2900102,1000000
2024BG0000182,1,844.37,39,1,1,1,14,90808,501,5000,1,1,1,1,1,2900100,1000000
2024BG0000183,1,844.37,37,2,1,1,14,98089,501,5000,1,4,1,1,1,2900103,1000000
2024BG0000184,1,844.37,8,2,3,1,5,8215,58,0,0,6,1,5,1,2900104,1000000
2024BG0000185,1,844.37,27,2,6,1,7,62971,449,5000,4,4,1,1,1,2900105,1000000
2024BG0000186,1,844.37,24,2,1,1,12,5510,39,5000,1,2,1,5,1,2900101,1000000
2024BG0000187,1,844.37,34,1,4,1,12,9857,70,6000,1,1,1,1,1,2900101,1000000
2024BG0000188,1,844.37,34,1,8,1,5,4659,33,8000,3,1,1,1,1,2900107,1000000
2024BG0000189,1,844.37,3,1,5,1,2,1581,11,0,0,6,1,5,1,2900100,1000000
2024BG0000190,1,844.37,24,1,1,1,12,21621,154,6000,1,1,1,5,1,2900104,1000000
2024BG0000191,1,844.37,24,1,1,1,17,87953,501,3000,3,1,1,5,1,2900106,1000000
2024BG0000192,1,844.37,13,2,7,1,3,12048,86,0,0,6,1,5,1,2900106,1000000
2024BG0000193,1,844.37,46,2,3,1,11,43337,309,5000,1,1,1,1,1,2900103,1000000
2024BG0000194,1,844.37,3,2,3,1,7,20064,143,0,0,6,1,5,1,2900105,1000000
2024BG0000195,1,844.37,13,1,1,1,5,8049,57,0,0,6,1,5,1,2900105,1000000
2024BG0000196,1,844.37,78,2,1,1,5,8553,61,0,0,6,1,1,1,2900104,1000000
2024BG0000197,1,844.37,7,2,5,1,7,8709,62,0,0,6,1,5,1,2900104,1000000
2024BG0000198,1,844.37,47,2,6,1,9,13865,99,9000,1,2,1,1,1,2900103,1000000
2024BG0000199,1,844.37,29,2,6,1,15,131939,501,4000,2,4,1,1,2,2900104,1000000
2024BG0000200,1,844.37,19,1,5,1,19,108095,501,1000,1,1,1,5,1,2900105,1000000
2024BG0000201,1,844.37,17,2,5,1,18,40927,292,0,0,6,1,5,1,2900100,1000000
2024BG0000202,1,844.37,37,1,5,1,5,13999,99,5000,1,1,1,1,1,2900107,1000000
2024BG0000203,1,844.37,25,2,2,1,16,200407,501,4000,1,1,1,1,1,2900107,1000000
2024BG0000204,1,844.37,7,2,3,1,5,6755,48,0,0,6,1,5,1,2900105,1000000
2024BG0000205,1,844.37,18,1,5,1,20,57307,409,3000,1,1,1,5,1,2900107,1000000
2024BG0000206,1,844.37,68,2,1,1,8,17314,123,9800,1,1,1,2,1,2900105,1000000
2024BG0000207,1,844.37,40,2,1,1,5,6562,46,5000,1,1,1,1,1,2900106,1000000
2024BG0000208,1,844.37,34,1,1,1,8,14807,105,5000,3,1,1,5,1,2900100,1000000
2024BG0000209,1,844.37,16,1,7,1,17,82850,501,0,0,6,1,5,1,2900107,1000000
2024BG0000210,1,844.37,43,2,1,1,10,81887,501,5000,1,1,1,1,1,2900104,1000000
2024BG0000211,1,844.37,14,1,3,1,8,5422,38,0,0,6,1,5,1,2900105,1000000
2024BG0000212,1,844.37,58,2,1,1,6,11653,83,5000,1,1,1,1,1,2900105,1000000
2024BG0000213,1,844.37,3,2,3,1,5,6381,45,0,0,6,1,5,1,2900100,1000000
2024BG0000214,1,844.37,0,1,1,1,8,12332,88,0,0,6,1,5,1,2900100,1000000
2024BG0000215,1,844.37,23,1,6,1,10,25778,184,5000,1,1,1,1,1,2900101,1000000
2024BG0000216,1,844.37,41,2,5,1,14,49959,356,4000,1,1,1,1,1,2900104,1000000
2024BG0000217,1,844.37,18,1,1,1,17,111884,501,4000,1,1,1,5,2,2900100,1000000
2024BG0000218,1,844.37,10,1,5,1,2,7577,54,0,0,6,1,5,1,2900101,1000000
2024BG0000219,1,844.37,26,2,1,1,16,199843,501,1000,1,2,1,1,1,2900100,1000000
2024BG0000220,1,844.37,33,1,4,1,9,36523,260,5000,6,1,1,1,1,2900104,1000000
2024BG0000221,1,844.37,36,1,6,1,16,115370,501,5000,4,1,1,1,1,2900104,1000000
2024BG0000222,1,844.37,81,1,1,1,5,19943,142,0,0,6,1,1,1,2900103,1000000
2024BG0000223,1,844.37,6,1,1,1,2,5745,41,0,0,6,1,5,1,2900105,1000000
2024BG0000224,1,844.37,26,2,4,1,14,55154,393,5000,1,1,1,1,1,2900106,1000000
2024BG0000225,1,844.37,17,1,2,1,18,19068,136,0,0,6,1,5,1,2900102,1000000
2024BG0000226,1,844.37,20,1,1,1,18,63271,451,4000,3,1,1,5,1,2900104,1000000
2024BG0000227,1,844.37,9,2,1,1,3,12814,91,0,0,6,1,5,1,2900103,1000000
2024BG0000228,1,844.37,10,2,2,1,9,43443,310,0,0,6,1,5,1,2900100,1000000
2024BG0000229,1,844.37,40,2,1,1,15,144680,501,4000,1,1,1,5,1,2900101,1000000
2024BG0000230,1,844.37,15,2,6,1,19,128584,501,0,0,6,1,5,1,2900102,1000000
2024BG0000231,1,844.37,19,2,1,1,16,9185,65,4000,1,1,1,5,1,2900105,1000000
2024BG0000232,1,844.37,18,2,8,1,18,49700,355,5000,1,1,1,1,1,2900102,1000000
2024BG0000233,1,844.37,39,2,3,1,12,35264,251,6000,1,1,1,1,1,2900101,1000000
2024BG0000234,1,844.37,2,2,1,1,8,2620,18,0,0,6,1,5,1,2900100,1000000
2024BG0000235,1,844.37,47,2,1,1,6,5071,36,9920,1,1,1,1,1,2900104,1000000
2024BG0000236,1,844.37,25,1,1,1,7,14078,100,9800,1,1,1,1,1,2900104,1000000
2024BG0000237,1,844.37,24,1,8,1,19,166359,501,2000,1,1,1,5,1,2900105,1000000
2024BG0000238,1,844.37,87,1,1,1,12,34908,249,0,0,6,1,1,1,2900106,1000000
2024BG0000239,1,844.37,44,1,4,1,11,72297,501,5000,3,1,1,1,2,2900103,1000000
2024BG0000240,1,844.37,46,1,3,1,10,17898,127,9000,1,1,1,1,1,2900105,1000000
2024BG0000241,1,844.37,27,2,2,1,6,7632,54,9800,1,1,1,1,1,2900107,1000000
2024BG0000242,1,844.37,23,2,7,1,17,41594,297,5000,1,1,1,1,1,2900102,1000000
2024BG0000243,1,844.37,35,2,1,1,5,25958,185,9920,3,1,1,1,1,2900102,1000000
2024BG0000244,1,844.37,56,1,1,1,12,25978,185,4000,1,1,1,1,1,2900103,1000000
2024BG0000245,1,844.37,8,2,8,1,4,6245,44,0,0,6,1,5,1,2900102,1000000
2024BG0000246,1,844.37,12,2,3,1,5,2944,21,0,0,6,1,5,1,2900101,1000000
2024BG0000247,1,844.37,2,2,6,1,3,6222,44,0,0,6,1,5,1,2900105,1000000
2024BG0000248,1,844.37,9,2,1,1,5,8100,57,0,0,6,1,5,1,2900106,1000000
2024BG0000249,1,844.37,48,1,1,1,9,73054,501,4000,2,1,1,1,1,2900100,1000000
2024BG0000250,1,844.37,32,2,1,1,8,15263,109,8000,1,2,1,5,1,2900100,1000000
2024BG0000251,1,844.37,33,2,1,1,6,22498,160,9800,1,1,1,5,1,2900103,1000000
2024BG0000252,1,844.37,7,2,1,1,6,1221,8,0,0,6,1,5,1,2900103,1000000
2024BG0000253,1,844.37,26,2,3,1,5,9409,67,7000,3,1,1,5,1,2900103,1000000
2024BG0000254,1,844.37,35,2,2,1,16,120320,501,4000,1,1,1,1,1,2900106,1000000
2024BG0000255,1,844.37,71,1,1,1,6,7018,50,0,0,6,1,1,1,2900100,1000000
2024BG0000256,1,844.37,42,1,1,1,5,17779,126,5000,3,1,1,1,1,2900103,1000000
2024BG0000257,1,844.37,47,2,2,1,9,74552,501,5000,3,1,1,1,1,2900107,1000000
2024BG0000258,1,844.37,51,2,5,1,12,64048,457,4000,1,1,1,1,1,2900104,1000000
2024BG0000259,1,844.37,35,1,3,1,11,26534,189,8000,6,1,1,1,1,2900107,1000000
2024BG0000260,1,844.37,12,1,6,1,3,12156,86,0,0,6,1,5,1,2900102,1000000
2024BG0000261,1,844.37,28,1,7,1,5,3360,24,9800,1,1,1,1,1,2900105,1000000
2024BG0000262,1,844.37,26,1,1,1,15,97573,501,2000,1,1,1,1,1,2900100,1000000
2024BG0000263,1,844.37,26,1,1,1,7,2661,19,8000,1,1,1,5,1,2900101,1000000
2024BG0000264,1,844.37,11,1,2,1,5,964,6,0,0,6,1,5,1,2900102,1000000
2024BG0000265,1,844.37,11,2,4,1,2,41151,293,0,0,6,1,5,1,2900101,1000000
2024BG0000266,1,844.37,43,2,2,1,12,59643,426,4000,1,1,1,1,1,2900102,1000000
2024BG0000267,1,844.37,31,1,3,1,17,79953,501,6000,6,4,1,1,1,2900105,1000000
2024BG0000268,1,844.37,12,2,1,1,8,2847,20,0,0,6,1,5,1,2900105,1000000
2024BG0000269,1,844.37,43,1,1,1,6,22687,162,6000,4,1,1,5,1,2900100,1000000
2024BG0000270,1,844.37,29,2,2,1,7,5568,39,5000,1,1,1,1,2,2900104,1000000
2024BG0000271,1,844.37,20,1,2,1,20,90289,501,4000,3,1,1,5,1,2900100,1000000
2024BG0000272,1,844.37,21,1,1,1,10,5567,39,9000,1,1,1,1,1,2900107,1000000
2024BG0000273,1,844.37,25,1,1,1,11,47506,339,8000,1,1,1,1,1,2900103,1000000
2024BG0000274,1,844.37,14,1,4,1,3,11686,83,0,0,6,1,5,1,2900105,1000000
2024BG0000275,1,844.37,16,1,4,1,13,25343,181,0,0,6,1,5,1,2900103,1000000
2024BG0000276,1,844.37,51,2,7,1,13,37398,267,4000,1,1,1,1,1,2900105,1000000
2024BG0000277,1,844.37,30,1,2,1,12,17655,126,8000,1,1,1,5,1,2900105,1000000
2024BG0000278,1,844.37,38,2,2,1,12,176520,501,4000,2,1,1,5,1,2900102,1000000
